VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
560, 186, -0.66374,  6.06801E-06, -0.73225, -0.6716,  6.13982E-06, -0.74092,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.48772
561, 187, -0.65183, -6.30430E-06, -0.71912,  0.67159,  6.49541E-06,  0.74092,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.48772
562, 188, -0.68732,  6.07190E-06, -0.71016, -0.69546,  6.14382E-06, -0.71857,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.49429
563, 189, -0.67499, -6.30089E-06, -0.69742,  0.69545,  6.49196E-06,  0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.49429
564, 190, -0.71016,  6.07531E-06, -0.68732, -0.71857,  6.14727E-06, -0.69546,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50078
565, 189, -0.67499, -6.30089E-06, -0.69742,  0.69545,  6.49196E-06,  0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.49429
566, 188, -0.68732,  6.07190E-06, -0.71016, -0.69546,  6.14382E-06, -0.71857,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.49429
567, 189, -0.67499, -6.30089E-06, -0.69742,  0.69545,  6.49196E-06,  0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.49429
568, 190, -0.71016,  6.07531E-06, -0.68732, -0.71857,  6.14727E-06, -0.69546,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50078
569, 191, -0.69742, -6.29748E-06, -0.67499,  0.71857,  6.48844E-06,  0.69545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.50078
570, 190, -0.71016,  6.07531E-06, -0.68732, -0.71857,  6.14727E-06, -0.69546,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50078
571, 192, -0.71912, -6.29358E-06, -0.65183,  0.74092,  6.48437E-06,  0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.50724
572, 191, -0.69742, -6.29748E-06, -0.67499,  0.71857,  6.48844E-06,  0.69545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.50078
573, 192, -0.71912, -6.29358E-06, -0.65183,  0.74092,  6.48437E-06,  0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.50724
574, 190, -0.71016,  6.07531E-06, -0.68732, -0.71857,  6.14727E-06, -0.69546,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50078
575, 193, -0.73225,  6.07921E-06, -0.66374, -0.74092,  6.15116E-06, -0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50724
576, 193, -0.73225,  6.07921E-06, -0.66374, -0.74092,  6.15116E-06, -0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50724
577, 194, -0.74006, -6.28968E-06, -0.62798,  0.76249,  6.48024E-06,  0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.51403
578, 192, -0.71912, -6.29358E-06, -0.65183,  0.74092,  6.48437E-06,  0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.50724
579, 194, -0.74006, -6.28968E-06, -0.62798,  0.76249,  6.48024E-06,  0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.51403
580, 193, -0.73225,  6.07921E-06, -0.66374, -0.74092,  6.15116E-06, -0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.50724
581, 195, -0.75357,  6.08311E-06, -0.63946, -0.76248,  6.15500E-06, -0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.51403
582, 195, -0.75357,  6.08311E-06, -0.63946, -0.76248,  6.15500E-06, -0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.51403
583, 196, -0.76023, -6.28578E-06, -0.60345,  0.78324,  6.47607E-06,  0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52104
584, 194, -0.74006, -6.28968E-06, -0.62798,  0.76249,  6.48024E-06,  0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.51403
585, 196, -0.76023, -6.28578E-06, -0.60345,  0.78324,  6.47607E-06,  0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52104
586, 195, -0.75357,  6.08311E-06, -0.63946, -0.76248,  6.15500E-06, -0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.51403
587, 197, -0.77411,  6.08749E-06, -0.61448, -0.78323,  6.15928E-06, -0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.52104
588, 197, -0.77411,  6.08749E-06, -0.61448, -0.78323,  6.15928E-06, -0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.52104
589, 198, -0.7796, -6.28140E-06, -0.57826,  0.80318,  6.47135E-06,  0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52839
590, 196, -0.76023, -6.28578E-06, -0.60345,  0.78324,  6.47607E-06,  0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52104
591, 198, -0.7796, -6.28140E-06, -0.57826,  0.80318,  6.47135E-06,  0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52839
592, 197, -0.77411,  6.08749E-06, -0.61448, -0.78323,  6.15928E-06, -0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.52104
593, 199, -0.79383,  6.09139E-06, -0.58883, -0.80316,  6.16304E-06, -0.59576,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.52839
594, 200, -0.81272,  6.09578E-06, -0.56253, -0.82225,  6.16725E-06, -0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.53602
595, 198, -0.7796, -6.28140E-06, -0.57826,  0.80318,  6.47135E-06,  0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52839
596, 199, -0.79383,  6.09139E-06, -0.58883, -0.80316,  6.16304E-06, -0.59576,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.52839
597, 198, -0.7796, -6.28140E-06, -0.57826,  0.80318,  6.47135E-06,  0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.52839
598, 200, -0.81272,  6.09578E-06, -0.56253, -0.82225,  6.16725E-06, -0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.53602
599, 201, -0.79816, -6.27750E-06, -0.55242,  0.82226,  6.46709E-06,  0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.53602
600, 202, -0.83077,  6.10016E-06, -0.5356, -0.84047,  6.17143E-06, -0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54301
601, 201, -0.79816, -6.27750E-06, -0.55242,  0.82226,  6.46709E-06,  0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.53602
602, 200, -0.81272,  6.09578E-06, -0.56253, -0.82225,  6.16725E-06, -0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.53602
603, 201, -0.79816, -6.27750E-06, -0.55242,  0.82226,  6.46709E-06,  0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.53602
604, 202, -0.83077,  6.10016E-06, -0.5356, -0.84047,  6.17143E-06, -0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54301
605, 203, -0.81588, -6.27312E-06, -0.52597,  0.84049,  6.46231E-06,  0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54301
606, 204, -0.84794,  6.10455E-06, -0.50805, -0.85781,  6.17560E-06, -0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54853
607, 203, -0.81588, -6.27312E-06, -0.52597,  0.84049,  6.46231E-06,  0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54301
608, 202, -0.83077,  6.10016E-06, -0.5356, -0.84047,  6.17143E-06, -0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54301
609, 203, -0.81588, -6.27312E-06, -0.52597,  0.84049,  6.46231E-06,  0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54301
610, 204, -0.84794,  6.10455E-06, -0.50805, -0.85781,  6.17560E-06, -0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54853
611, 205, -0.83275, -6.26873E-06, -0.49892,  0.85783,  6.45750E-06,  0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54853
612, 206, -0.86423,  6.10942E-06, -0.47991, -0.87425,  6.18026E-06, -0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55354
613, 205, -0.83275, -6.26873E-06, -0.49892,  0.85783,  6.45750E-06,  0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54853
614, 204, -0.84794,  6.10455E-06, -0.50805, -0.85781,  6.17560E-06, -0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.54853
615, 205, -0.83275, -6.26873E-06, -0.49892,  0.85783,  6.45750E-06,  0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.54853
616, 206, -0.86423,  6.10942E-06, -0.47991, -0.87425,  6.18026E-06, -0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55354
617, 207, -0.84874, -6.26435E-06, -0.47128,  0.87426,  6.45270E-06,  0.48545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.55354
618, 206, -0.86423,  6.10942E-06, -0.47991, -0.87425,  6.18026E-06, -0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55354
619, 208, -0.86385, -6.25947E-06, -0.44308,  0.88978,  6.44740E-06,  0.45638,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.55853
620, 207, -0.84874, -6.26435E-06, -0.47128,  0.87426,  6.45270E-06,  0.48545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.55354
621, 208, -0.86385, -6.25947E-06, -0.44308,  0.88978,  6.44740E-06,  0.45638,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.55853
622, 206, -0.86423,  6.10942E-06, -0.47991, -0.87425,  6.18026E-06, -0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55354
623, 209, -0.87961,  6.11380E-06, -0.45119, -0.88977,  6.18443E-06, -0.45641,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55853
624, 209, -0.87961,  6.11380E-06, -0.45119, -0.88977,  6.18443E-06, -0.45641,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55853
625, 210, -0.87804, -6.25509E-06, -0.41434,  0.90436,  6.44261E-06,  0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56354
626, 208, -0.86385, -6.25947E-06, -0.44308,  0.88978,  6.44740E-06,  0.45638,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.55853
627, 210, -0.87804, -6.25509E-06, -0.41434,  0.90436,  6.44261E-06,  0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56354
628, 209, -0.87961,  6.11380E-06, -0.45119, -0.88977,  6.18443E-06, -0.45641,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.55853
629, 211, -0.89406,  6.11867E-06, -0.42192, -0.90435,  6.18910E-06, -0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56354
630, 211, -0.89406,  6.11867E-06, -0.42192, -0.90435,  6.18910E-06, -0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56354
631, 212, -0.8913, -6.25022E-06, -0.38507,  0.91799,  6.43736E-06,  0.3966,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56855
632, 210, -0.87804, -6.25509E-06, -0.41434,  0.90436,  6.44261E-06,  0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56354
633, 212, -0.8913, -6.25022E-06, -0.38507,  0.91799,  6.43736E-06,  0.3966,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56855
634, 211, -0.89406,  6.11867E-06, -0.42192, -0.90435,  6.18910E-06, -0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56354
635, 213, -0.90757,  6.12355E-06, -0.39212, -0.91798,  6.19381E-06, -0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56855
636, 213, -0.90757,  6.12355E-06, -0.39212, -0.91798,  6.19381E-06, -0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56855
637, 214, -0.90361, -6.24535E-06, -0.3553,  0.93064,  6.43215E-06,  0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57358
638, 212, -0.8913, -6.25022E-06, -0.38507,  0.91799,  6.43736E-06,  0.3966,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.56855
639, 214, -0.90361, -6.24535E-06, -0.3553,  0.93064,  6.43215E-06,  0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57358
640, 213, -0.90757,  6.12355E-06, -0.39212, -0.91798,  6.19381E-06, -0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.56855
641, 215, -0.92011,  6.12842E-06, -0.3618, -0.93064,  6.19856E-06, -0.36594,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.57358
642, 215, -0.92011,  6.12842E-06, -0.3618, -0.93064,  6.19856E-06, -0.36594,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.57358
643, 216, -0.93166,  6.13329E-06, -0.33099, -0.9423,  6.20335E-06, -0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.57862
644, 214, -0.90361, -6.24535E-06, -0.3553,  0.93064,  6.43215E-06,  0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57358
645, 214, -0.90361, -6.24535E-06, -0.3553,  0.93064,  6.43215E-06,  0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57358
646, 216, -0.93166,  6.13329E-06, -0.33099, -0.9423,  6.20335E-06, -0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.57862
647, 217, -0.91496, -6.24047E-06, -0.32505,  0.9423,  6.42699E-06,  0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57862
648, 216, -0.93166,  6.13329E-06, -0.33099, -0.9423,  6.20335E-06, -0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.57862
649, 218, -0.9422,  6.13865E-06, -0.2997, -0.95295,  6.20869E-06, -0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58367
650, 217, -0.91496, -6.24047E-06, -0.32505,  0.9423,  6.42699E-06,  0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57862
651, 217, -0.91496, -6.24047E-06, -0.32505,  0.9423,  6.42699E-06,  0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.57862
652, 218, -0.9422,  6.13865E-06, -0.2997, -0.95295,  6.20869E-06, -0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58367
653, 219, -0.92531, -6.23511E-06, -0.29432,  0.95295,  6.42138E-06,  0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.58367
654, 218, -0.9422,  6.13865E-06, -0.2997, -0.95295,  6.20869E-06, -0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58367
655, 220, -0.95172,  6.14352E-06, -0.26796, -0.96258,  6.21359E-06, -0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58874
656, 219, -0.92531, -6.23511E-06, -0.29432,  0.95295,  6.42138E-06,  0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.58367
657, 219, -0.92531, -6.23511E-06, -0.29432,  0.95295,  6.42138E-06,  0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.58367
658, 220, -0.95172,  6.14352E-06, -0.26796, -0.96258,  6.21359E-06, -0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58874
659, 221, -0.93466, -6.23024E-06, -0.26315,  0.96258,  6.41634E-06,  0.27101,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.58874
660, 220, -0.95172,  6.14352E-06, -0.26796, -0.96258,  6.21359E-06, -0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58874
661, 222, -0.94298, -6.22488E-06, -0.23156,  0.97115,  6.41086E-06,  0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59383
662, 221, -0.93466, -6.23024E-06, -0.26315,  0.96258,  6.41634E-06,  0.27101,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.58874
663, 222, -0.94298, -6.22488E-06, -0.23156,  0.97115,  6.41086E-06,  0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59383
664, 220, -0.95172,  6.14352E-06, -0.26796, -0.96258,  6.21359E-06, -0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.58874
665, 223, -0.96019,  6.14888E-06, -0.23578, -0.97115,  6.21905E-06, -0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59383
666, 223, -0.96019,  6.14888E-06, -0.23578, -0.97115,  6.21905E-06, -0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59383
667, 224, -0.95025, -6.22001E-06, -0.19955,  0.97865,  6.40594E-06,  0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59894
668, 222, -0.94298, -6.22488E-06, -0.23156,  0.97115,  6.41086E-06,  0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59383
669, 224, -0.95025, -6.22001E-06, -0.19955,  0.97865,  6.40594E-06,  0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59894
670, 223, -0.96019,  6.14888E-06, -0.23578, -0.97115,  6.21905E-06, -0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59383
671, 225, -0.9676,  6.15424E-06, -0.20318, -0.97866,  6.22456E-06, -0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59894
672, 225, -0.9676,  6.15424E-06, -0.20318, -0.97866,  6.22456E-06, -0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59894
673, 226, -0.95645, -6.21465E-06, -0.16716,  0.98507,  6.40058E-06,  0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60408
674, 224, -0.95025, -6.22001E-06, -0.19955,  0.97865,  6.40594E-06,  0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.59894
675, 226, -0.95645, -6.21465E-06, -0.16716,  0.98507,  6.40058E-06,  0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60408
676, 225, -0.9676,  6.15424E-06, -0.20318, -0.97866,  6.22456E-06, -0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.59894
677, 227, -0.97392,  6.15960E-06, -0.17019, -0.98507,  6.23013E-06, -0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60408
678, 227, -0.97392,  6.15960E-06, -0.17019, -0.98507,  6.23013E-06, -0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60408
679, 228, -0.96158, -6.20929E-06, -0.13439,  0.99037,  6.39525E-06,  0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60923
680, 226, -0.95645, -6.21465E-06, -0.16716,  0.98507,  6.40058E-06,  0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60408
681, 228, -0.96158, -6.20929E-06, -0.13439,  0.99037,  6.39525E-06,  0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60923
682, 227, -0.97392,  6.15960E-06, -0.17019, -0.98507,  6.23013E-06, -0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60408
683, 229, -0.97914,  6.16496E-06, -0.13683, -0.99038,  6.23573E-06, -0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60923
684, 229, -0.97914,  6.16496E-06, -0.13683, -0.99038,  6.23573E-06, -0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60923
685, 230, -0.96559, -6.20393E-06, -0.10127,  0.99455,  6.38994E-06,  0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61442
686, 228, -0.96158, -6.20929E-06, -0.13439,  0.99037,  6.39525E-06,  0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.60923
687, 230, -0.96559, -6.20393E-06, -0.10127,  0.99455,  6.38994E-06,  0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61442
688, 229, -0.97914,  6.16496E-06, -0.13683, -0.99038,  6.23573E-06, -0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.60923
689, 231, -0.98323,  6.17080E-06, -0.1031, -0.99455,  6.24185E-06, -0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61442
690, 231, -0.98323,  6.17080E-06, -0.1031, -0.99455,  6.24185E-06, -0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61442
691, 232, -0.96849, -6.19857E-06, -0.06782,  0.99756,  6.38462E-06,  0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61964
692, 230, -0.96559, -6.20393E-06, -0.10127,  0.99455,  6.38994E-06,  0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61442
693, 232, -0.96849, -6.19857E-06, -0.06782,  0.99756,  6.38462E-06,  0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61964
694, 231, -0.98323,  6.17080E-06, -0.1031, -0.99455,  6.24185E-06, -0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61442
695, 233, -0.98617,  6.17616E-06, -0.06904, -0.99756,  6.24747E-06, -0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61964
696, 233, -0.98617,  6.17616E-06, -0.06904, -0.99756,  6.24747E-06, -0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61964
697, 234, -0.97024, -6.19273E-06, -0.03406,  0.99938,  6.37876E-06,  0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.62489
698, 232, -0.96849, -6.19857E-06, -0.06782,  0.99756,  6.38462E-06,  0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.61964
699, 234, -0.97024, -6.19273E-06, -0.03406,  0.99938,  6.37876E-06,  0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.62489
700, 233, -0.98617,  6.17616E-06, -0.06904, -0.99756,  6.24747E-06, -0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.61964
701, 235, -0.98796,  6.18152E-06, -0.03467, -0.99938,  6.25304E-06, -0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.62489
702, 235, -0.98796,  6.18152E-06, -0.03467, -0.99938,  6.25304E-06, -0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.62489
703, 236, -0.97083, -6.18737E-06, -5.24702E-10,  1.00,  6.37330E-06,  0.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63018
704, 234, -0.97024, -6.19273E-06, -0.03406,  0.99938,  6.37876E-06,  0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.62489
705, 236, -0.97083, -6.18737E-06, -5.24702E-10,  1.00,  6.37330E-06,  0.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63018
706, 235, -0.98796,  6.18152E-06, -0.03467, -0.99938,  6.25304E-06, -0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.62489
707, 237, -0.98855,  6.18737E-06, -5.26178E-10, -1.00,  6.25901E-06,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.63018
708, 237, -0.98855,  6.18737E-06, -5.26178E-10, -1.00,  6.25901E-06,  0.00,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.63018
709, 238, -0.98796,  6.19321E-06,  0.03467, -0.99938,  6.26486E-06,  0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.63548
710, 236, -0.97083, -6.18737E-06, -5.24702E-10,  1.00,  6.37330E-06,  0.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63018
711, 239, -0.97024, -6.18201E-06,  0.03406,  0.99938,  6.36772E-06, -0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63548
712, 236, -0.97083, -6.18737E-06, -5.24702E-10,  1.00,  6.37330E-06,  0.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63018
713, 238, -0.98796,  6.19321E-06,  0.03467, -0.99938,  6.26486E-06,  0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.63548
714, 238, -0.98796,  6.19321E-06,  0.03467, -0.99938,  6.26486E-06,  0.03507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.63548
715, 240, -0.98617,  6.19857E-06,  0.06904, -0.99756,  6.27013E-06,  0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6408
716, 239, -0.97024, -6.18201E-06,  0.03406,  0.99938,  6.36772E-06, -0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63548
717, 241, -0.96849, -6.17616E-06,  0.06782,  0.99756,  6.36154E-06, -0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6408
718, 239, -0.97024, -6.18201E-06,  0.03406,  0.99938,  6.36772E-06, -0.03508,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.63548
719, 240, -0.98617,  6.19857E-06,  0.06904, -0.99756,  6.27013E-06,  0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6408
720, 240, -0.98617,  6.19857E-06,  0.06904, -0.99756,  6.27013E-06,  0.06984,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6408
721, 242, -0.98323,  6.20393E-06,  0.1031, -0.99455,  6.27536E-06,  0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.64609
722, 241, -0.96849, -6.17616E-06,  0.06782,  0.99756,  6.36154E-06, -0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6408
723, 243, -0.96559, -6.17080E-06,  0.10127,  0.99454,  6.35582E-06, -0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.64609
724, 241, -0.96849, -6.17616E-06,  0.06782,  0.99756,  6.36154E-06, -0.06986,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6408
725, 242, -0.98323,  6.20393E-06,  0.1031, -0.99455,  6.27536E-06,  0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.64609
726, 242, -0.98323,  6.20393E-06,  0.1031, -0.99455,  6.27536E-06,  0.10429,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.64609
727, 244, -0.97914,  6.20978E-06,  0.13682, -0.99038,  6.28107E-06,  0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65134
728, 243, -0.96559, -6.17080E-06,  0.10127,  0.99454,  6.35582E-06, -0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.64609
729, 245, -0.96158, -6.16545E-06,  0.13439,  0.99037,  6.35009E-06, -0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65134
730, 243, -0.96559, -6.17080E-06,  0.10127,  0.99454,  6.35582E-06, -0.10431,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.64609
731, 244, -0.97914,  6.20978E-06,  0.13682, -0.99038,  6.28107E-06,  0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65134
732, 244, -0.97914,  6.20978E-06,  0.13682, -0.99038,  6.28107E-06,  0.1384,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65134
733, 246, -0.97392,  6.21514E-06,  0.17019, -0.98507,  6.28631E-06,  0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65656
734, 245, -0.96158, -6.16545E-06,  0.13439,  0.99037,  6.35009E-06, -0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65134
