VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
735, 247, -0.95645, -6.16009E-06,  0.16716,  0.98507,  6.34438E-06, -0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65656
736, 245, -0.96158, -6.16545E-06,  0.13439,  0.99037,  6.35009E-06, -0.13841,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65134
737, 246, -0.97392,  6.21514E-06,  0.17019, -0.98507,  6.28631E-06,  0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65656
738, 246, -0.97392,  6.21514E-06,  0.17019, -0.98507,  6.28631E-06,  0.17214,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.65656
739, 248, -0.9676,  6.22050E-06,  0.20318, -0.97866,  6.29158E-06,  0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.66174
740, 247, -0.95645, -6.16009E-06,  0.16716,  0.98507,  6.34438E-06, -0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65656
741, 249, -0.95025, -6.15473E-06,  0.19955,  0.97865,  6.33871E-06, -0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.66174
742, 247, -0.95645, -6.16009E-06,  0.16716,  0.98507,  6.34438E-06, -0.17216,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.65656
743, 248, -0.9676,  6.22050E-06,  0.20318, -0.97866,  6.29158E-06,  0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.66174
744, 248, -0.9676,  6.22050E-06,  0.20318, -0.97866,  6.29158E-06,  0.2055,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.66174
745, 250, -0.96019,  6.22586E-06,  0.23578, -0.97115,  6.29690E-06,  0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6669
746, 249, -0.95025, -6.15473E-06,  0.19955,  0.97865,  6.33871E-06, -0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.66174
747, 251, -0.94298, -6.14986E-06,  0.23156,  0.97115,  6.33359E-06, -0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6669
748, 249, -0.95025, -6.15473E-06,  0.19955,  0.97865,  6.33871E-06, -0.20552,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.66174
749, 250, -0.96019,  6.22586E-06,  0.23578, -0.97115,  6.29690E-06,  0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6669
750, 250, -0.96019,  6.22586E-06,  0.23578, -0.97115,  6.29690E-06,  0.23847,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6669
751, 252, -0.95172,  6.23122E-06,  0.26796, -0.96258,  6.30229E-06,  0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67204
752, 251, -0.94298, -6.14986E-06,  0.23156,  0.97115,  6.33359E-06, -0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6669
753, 253, -0.93466, -6.14450E-06,  0.26316,  0.96257,  6.32803E-06, -0.27102,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67204
754, 251, -0.94298, -6.14986E-06,  0.23156,  0.97115,  6.33359E-06, -0.23848,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6669
755, 252, -0.95172,  6.23122E-06,  0.26796, -0.96258,  6.30229E-06,  0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67204
756, 252, -0.95172,  6.23122E-06,  0.26796, -0.96258,  6.30229E-06,  0.27101,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67204
757, 254, -0.9422,  6.23609E-06,  0.2997, -0.95295,  6.30724E-06,  0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67715
758, 253, -0.93466, -6.14450E-06,  0.26316,  0.96257,  6.32803E-06, -0.27102,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67204
759, 255, -0.92531, -6.13962E-06,  0.29432,  0.95295,  6.32304E-06, -0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67715
760, 253, -0.93466, -6.14450E-06,  0.26316,  0.96257,  6.32803E-06, -0.27102,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67204
761, 254, -0.9422,  6.23609E-06,  0.2997, -0.95295,  6.30724E-06,  0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67715
762, 254, -0.9422,  6.23609E-06,  0.2997, -0.95295,  6.30724E-06,  0.30312,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.67715
763, 256, -0.93166,  6.24145E-06,  0.33099, -0.9423,  6.31274E-06,  0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68224
764, 255, -0.92531, -6.13962E-06,  0.29432,  0.95295,  6.32304E-06, -0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67715
765, 257, -0.91496, -6.13427E-06,  0.32505,  0.9423,  6.31761E-06, -0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68224
766, 255, -0.92531, -6.13962E-06,  0.29432,  0.95295,  6.32304E-06, -0.30312,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.67715
767, 256, -0.93166,  6.24145E-06,  0.33099, -0.9423,  6.31274E-06,  0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68224
768, 256, -0.93166,  6.24145E-06,  0.33099, -0.9423,  6.31274E-06,  0.33477,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68224
769, 258, -0.92011,  6.24632E-06,  0.3618, -0.93064,  6.31781E-06,  0.36594,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68731
770, 257, -0.91496, -6.13427E-06,  0.32505,  0.9423,  6.31761E-06, -0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68224
771, 259, -0.90361, -6.12939E-06,  0.3553,  0.93064,  6.31273E-06, -0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68731
772, 257, -0.91496, -6.13427E-06,  0.32505,  0.9423,  6.31761E-06, -0.33476,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68224
773, 258, -0.92011,  6.24632E-06,  0.3618, -0.93064,  6.31781E-06,  0.36594,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68731
774, 260, -0.90757,  6.25119E-06,  0.39212, -0.91798,  6.32292E-06,  0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.69236
775, 259, -0.90361, -6.12939E-06,  0.3553,  0.93064,  6.31273E-06, -0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68731
776, 258, -0.92011,  6.24632E-06,  0.3618, -0.93064,  6.31781E-06,  0.36594,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.68731
777, 261, -0.8913, -6.12452E-06,  0.38508,  0.91799,  6.30790E-06, -0.39661,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.69236
778, 259, -0.90361, -6.12939E-06,  0.3553,  0.93064,  6.31273E-06, -0.36593,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.68731
779, 260, -0.90757,  6.25119E-06,  0.39212, -0.91798,  6.32292E-06,  0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.69236
780, 262, -0.89406,  6.25606E-06,  0.42192, -0.90436,  6.32808E-06,  0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6974
781, 261, -0.8913, -6.12452E-06,  0.38508,  0.91799,  6.30790E-06, -0.39661,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.69236
782, 260, -0.90757,  6.25119E-06,  0.39212, -0.91798,  6.32292E-06,  0.39662,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.69236
783, 263, -0.87804, -6.11965E-06,  0.41434,  0.90436,  6.30312E-06, -0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6974
784, 261, -0.8913, -6.12452E-06,  0.38508,  0.91799,  6.30790E-06, -0.39661,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.69236
785, 262, -0.89406,  6.25606E-06,  0.42192, -0.90436,  6.32808E-06,  0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6974
786, 264, -0.87961,  6.26094E-06,  0.45119, -0.88977,  6.33326E-06,  0.4564,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70243
787, 263, -0.87804, -6.11965E-06,  0.41434,  0.90436,  6.30312E-06, -0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6974
788, 262, -0.89406,  6.25606E-06,  0.42192, -0.90436,  6.32808E-06,  0.42678,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.6974
789, 265, -0.86385, -6.11526E-06,  0.44308,  0.88978,  6.29886E-06, -0.45639,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70243
790, 263, -0.87804, -6.11965E-06,  0.41434,  0.90436,  6.30312E-06, -0.42676,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.6974
791, 264, -0.87961,  6.26094E-06,  0.45119, -0.88977,  6.33326E-06,  0.4564,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70243
792, 266, -0.86423,  6.26532E-06,  0.47991, -0.87425,  6.33797E-06,  0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70744
793, 265, -0.86385, -6.11526E-06,  0.44308,  0.88978,  6.29886E-06, -0.45639,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70243
794, 264, -0.87961,  6.26094E-06,  0.45119, -0.88977,  6.33326E-06,  0.4564,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70243
795, 267, -0.84874, -6.11039E-06,  0.47128,  0.87426,  6.29412E-06, -0.48545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70744
796, 265, -0.86385, -6.11526E-06,  0.44308,  0.88978,  6.29886E-06, -0.45639,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70243
797, 266, -0.86423,  6.26532E-06,  0.47991, -0.87425,  6.33797E-06,  0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70744
798, 268, -0.84794,  6.27019E-06,  0.50805, -0.85781,  6.34318E-06,  0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71244
799, 267, -0.84874, -6.11039E-06,  0.47128,  0.87426,  6.29412E-06, -0.48545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70744
800, 266, -0.86423,  6.26532E-06,  0.47991, -0.87425,  6.33797E-06,  0.48547,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.70744
801, 269, -0.83275, -6.10601E-06,  0.49892,  0.85783,  6.28988E-06, -0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71244
802, 267, -0.84874, -6.11039E-06,  0.47128,  0.87426,  6.29412E-06, -0.48545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.70744
803, 268, -0.84794,  6.27019E-06,  0.50805, -0.85781,  6.34318E-06,  0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71244
804, 270, -0.83077,  6.27458E-06,  0.5356, -0.84047,  6.34789E-06,  0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71744
805, 269, -0.83275, -6.10601E-06,  0.49892,  0.85783,  6.28988E-06, -0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71244
806, 268, -0.84794,  6.27019E-06,  0.50805, -0.85781,  6.34318E-06,  0.51396,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71244
807, 271, -0.81588, -6.10162E-06,  0.52597,  0.84049,  6.28564E-06, -0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71744
808, 269, -0.83275, -6.10601E-06,  0.49892,  0.85783,  6.28988E-06, -0.51394,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71244
809, 270, -0.83077,  6.27458E-06,  0.5356, -0.84047,  6.34789E-06,  0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71744
810, 272, -0.81272,  6.27896E-06,  0.56253, -0.82225,  6.35258E-06,  0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.72242
811, 271, -0.81588, -6.10162E-06,  0.52597,  0.84049,  6.28564E-06, -0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71744
812, 270, -0.83077,  6.27458E-06,  0.5356, -0.84047,  6.34789E-06,  0.54185,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.71744
813, 273, -0.79816, -6.09724E-06,  0.55242,  0.82226,  6.28138E-06, -0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.72242
814, 271, -0.81588, -6.10162E-06,  0.52597,  0.84049,  6.28564E-06, -0.54183,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.71744
815, 272, -0.81272,  6.27896E-06,  0.56253, -0.82225,  6.35258E-06,  0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.72242
816, 274, -0.79383,  6.28335E-06,  0.58883, -0.80317,  6.35725E-06,  0.59576,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7274
817, 273, -0.79816, -6.09724E-06,  0.55242,  0.82226,  6.28138E-06, -0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.72242
818, 272, -0.81272,  6.27896E-06,  0.56253, -0.82225,  6.35258E-06,  0.56913,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.72242
819, 275, -0.7796, -6.09334E-06,  0.57826,  0.80318,  6.27760E-06, -0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7274
820, 273, -0.79816, -6.09724E-06,  0.55242,  0.82226,  6.28138E-06, -0.56911,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.72242
821, 274, -0.79383,  6.28335E-06,  0.58883, -0.80317,  6.35725E-06,  0.59576,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7274
822, 276, -0.77411,  6.28724E-06,  0.61448, -0.78324,  6.36139E-06,  0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73238
823, 275, -0.7796, -6.09334E-06,  0.57826,  0.80318,  6.27760E-06, -0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7274
824, 274, -0.79383,  6.28335E-06,  0.58883, -0.80317,  6.35725E-06,  0.59576,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7274
825, 277, -0.76023, -6.08896E-06,  0.60345,  0.78324,  6.27328E-06, -0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73238
826, 275, -0.7796, -6.09334E-06,  0.57826,  0.80318,  6.27760E-06, -0.59574,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7274
827, 276, -0.77411,  6.28724E-06,  0.61448, -0.78324,  6.36139E-06,  0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73238
828, 278, -0.75357,  6.29163E-06,  0.63946, -0.76248,  6.36598E-06,  0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73735
829, 277, -0.76023, -6.08896E-06,  0.60345,  0.78324,  6.27328E-06, -0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73238
830, 276, -0.77411,  6.28724E-06,  0.61448, -0.78324,  6.36139E-06,  0.62173,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73238
831, 277, -0.76023, -6.08896E-06,  0.60345,  0.78324,  6.27328E-06, -0.62172,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73238
832, 278, -0.75357,  6.29163E-06,  0.63946, -0.76248,  6.36598E-06,  0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73735
833, 279, -0.74006, -6.08506E-06,  0.62798,  0.76249,  6.26942E-06, -0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73735
834, 280, -0.73225,  6.29553E-06,  0.66374, -0.74092,  6.37003E-06,  0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74231
835, 279, -0.74006, -6.08506E-06,  0.62798,  0.76249,  6.26942E-06, -0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73735
836, 278, -0.75357,  6.29163E-06,  0.63946, -0.76248,  6.36598E-06,  0.64701,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.73735
837, 279, -0.74006, -6.08506E-06,  0.62798,  0.76249,  6.26942E-06, -0.64701,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.73735
838, 280, -0.73225,  6.29553E-06,  0.66374, -0.74092,  6.37003E-06,  0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74231
839, 281, -0.71912, -6.08116E-06,  0.65183,  0.74092,  6.26551E-06, -0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74231
840, 282, -0.71016,  6.29942E-06,  0.68731, -0.71857,  6.37403E-06,  0.69545,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74728
841, 281, -0.71912, -6.08116E-06,  0.65183,  0.74092,  6.26551E-06, -0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74231
842, 280, -0.73225,  6.29553E-06,  0.66374, -0.74092,  6.37003E-06,  0.6716,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74231
843, 281, -0.71912, -6.08116E-06,  0.65183,  0.74092,  6.26551E-06, -0.67159,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74231
844, 282, -0.71016,  6.29942E-06,  0.68731, -0.71857,  6.37403E-06,  0.69545,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74728
845, 283, -0.69742, -6.07726E-06,  0.67499,  0.71857,  6.26155E-06, -0.69545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74727
846, 284, -0.68732,  6.30283E-06,  0.71016, -0.69546,  6.37748E-06,  0.71857,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.75224
847, 283, -0.69742, -6.07726E-06,  0.67499,  0.71857,  6.26155E-06, -0.69545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74727
848, 282, -0.71016,  6.29942E-06,  0.68731, -0.71857,  6.37403E-06,  0.69545,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.74728
849, 283, -0.69742, -6.07726E-06,  0.67499,  0.71857,  6.26155E-06, -0.69545,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.74727
850, 284, -0.68732,  6.30283E-06,  0.71016, -0.69546,  6.37748E-06,  0.71857,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.75224
851, 285, -0.67499, -6.07385E-06,  0.69742,  0.69545,  6.25804E-06, -0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.75224
852, 286, -0.66374,  6.30673E-06,  0.73225, -0.6716,  6.38137E-06,  0.74092,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7572
853, 285, -0.67499, -6.07385E-06,  0.69742,  0.69545,  6.25804E-06, -0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.75224
854, 284, -0.68732,  6.30283E-06,  0.71016, -0.69546,  6.37748E-06,  0.71857,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.75224
855, 285, -0.67499, -6.07385E-06,  0.69742,  0.69545,  6.25804E-06, -0.71857,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.75224
856, 286, -0.66374,  6.30673E-06,  0.73225, -0.6716,  6.38137E-06,  0.74092,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7572
857, 287, -0.65183, -6.07044E-06,  0.71912,  0.67159,  6.25447E-06, -0.74092,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7572
858, 288, -0.63946,  6.31014E-06,  0.75357, -0.64701,  6.38471E-06,  0.76248,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76216
859, 287, -0.65183, -6.07044E-06,  0.71912,  0.67159,  6.25447E-06, -0.74092,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7572
860, 286, -0.66374,  6.30673E-06,  0.73225, -0.6716,  6.38137E-06,  0.74092,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.7572
861, 287, -0.65183, -6.07044E-06,  0.71912,  0.67159,  6.25447E-06, -0.74092,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.7572
862, 288, -0.63946,  6.31014E-06,  0.75357, -0.64701,  6.38471E-06,  0.76248,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76216
863, 289, -0.62798, -6.06703E-06,  0.74006,  0.647,  6.25085E-06, -0.76249,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76216
864, 290, -0.61448,  6.31355E-06,  0.77411, -0.62173,  6.38801E-06,  0.78323,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76713
865, 289, -0.62798, -6.06703E-06,  0.74006,  0.647,  6.25085E-06, -0.76249,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76216
866, 288, -0.63946,  6.31014E-06,  0.75357, -0.64701,  6.38471E-06,  0.76248,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76216
867, 289, -0.62798, -6.06703E-06,  0.74006,  0.647,  6.25085E-06, -0.76249,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76216
868, 290, -0.61448,  6.31355E-06,  0.77411, -0.62173,  6.38801E-06,  0.78323,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76713
869, 291, -0.60345, -6.06362E-06,  0.76023,  0.62171,  6.24718E-06, -0.78324,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76713
870, 292, -0.58883,  6.31648E-06,  0.79383, -0.59576,  6.39077E-06,  0.80316,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77209
871, 291, -0.60345, -6.06362E-06,  0.76023,  0.62171,  6.24718E-06, -0.78324,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76713
872, 290, -0.61448,  6.31355E-06,  0.77411, -0.62173,  6.38801E-06,  0.78323,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.76713
873, 291, -0.60345, -6.06362E-06,  0.76023,  0.62171,  6.24718E-06, -0.78324,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.76713
874, 292, -0.58883,  6.31648E-06,  0.79383, -0.59576,  6.39077E-06,  0.80316,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77209
875, 293, -0.57826, -6.06021E-06,  0.7796,  0.59574,  6.24347E-06, -0.80318,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77209
876, 294, -0.56253,  6.31989E-06,  0.81272, -0.56913,  6.39399E-06,  0.82225,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77706
877, 293, -0.57826, -6.06021E-06,  0.7796,  0.59574,  6.24347E-06, -0.80318,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77209
878, 292, -0.58883,  6.31648E-06,  0.79383, -0.59576,  6.39077E-06,  0.80316,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77209
879, 293, -0.57826, -6.06021E-06,  0.7796,  0.59574,  6.24347E-06, -0.80318,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77209
880, 294, -0.56253,  6.31989E-06,  0.81272, -0.56913,  6.39399E-06,  0.82225,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77706
881, 295, -0.55242, -6.05729E-06,  0.79816,  0.56911,  6.24023E-06, -0.82226,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77706
882, 296, -0.5356,  6.32281E-06,  0.83077, -0.54185,  6.39668E-06,  0.84047,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78204
883, 295, -0.55242, -6.05729E-06,  0.79816,  0.56911,  6.24023E-06, -0.82226,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77706
884, 294, -0.56253,  6.31989E-06,  0.81272, -0.56913,  6.39399E-06,  0.82225,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.77706
885, 295, -0.55242, -6.05729E-06,  0.79816,  0.56911,  6.24023E-06, -0.82226,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.77706
886, 296, -0.5356,  6.32281E-06,  0.83077, -0.54185,  6.39668E-06,  0.84047,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78204
887, 297, -0.52597, -6.05436E-06,  0.81588,  0.54183,  6.23696E-06, -0.84049,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78204
888, 298, -0.50805,  6.32573E-06,  0.84794, -0.51396,  6.39936E-06,  0.85781,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78702
889, 297, -0.52597, -6.05436E-06,  0.81588,  0.54183,  6.23696E-06, -0.84049,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78204
890, 296, -0.5356,  6.32281E-06,  0.83077, -0.54185,  6.39668E-06,  0.84047,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78204
891, 297, -0.52597, -6.05436E-06,  0.81588,  0.54183,  6.23696E-06, -0.84049,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78204
892, 298, -0.50805,  6.32573E-06,  0.84794, -0.51396,  6.39936E-06,  0.85781,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78702
893, 299, -0.49892, -6.05193E-06,  0.83275,  0.51394,  6.23417E-06, -0.85783,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78702
894, 300, -0.47991,  6.32817E-06,  0.86423, -0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.792
895, 299, -0.49892, -6.05193E-06,  0.83275,  0.51394,  6.23417E-06, -0.85783,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78702
896, 298, -0.50805,  6.32573E-06,  0.84794, -0.51396,  6.39936E-06,  0.85781,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.78702
897, 299, -0.49892, -6.05193E-06,  0.83275,  0.51394,  6.23417E-06, -0.85783,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.78702
898, 300, -0.47991,  6.32817E-06,  0.86423, -0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.792
899, 301, -0.47128, -6.04901E-06,  0.84874,  0.48545,  6.23088E-06, -0.87426,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.792
900, 302, -0.45119,  6.33060E-06,  0.87961, -0.45641,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.797
901, 301, -0.47128, -6.04901E-06,  0.84874,  0.48545,  6.23088E-06, -0.87426,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.792
902, 300, -0.47991,  6.32817E-06,  0.86423, -0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.792
903, 301, -0.47128, -6.04901E-06,  0.84874,  0.48545,  6.23088E-06, -0.87426,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.792
904, 302, -0.45119,  6.33060E-06,  0.87961, -0.45641,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.797
905, 303, -0.44308, -6.04657E-06,  0.86385,  0.45638,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.797
906, 304, -0.42192,  6.33304E-06,  0.89406, -0.42678,  6.40594E-06,  0.90435,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.802
907, 303, -0.44308, -6.04657E-06,  0.86385,  0.45638,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.797
908, 302, -0.45119,  6.33060E-06,  0.87961, -0.45641,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.797
909, 303, -0.44308, -6.04657E-06,  0.86385,  0.45638,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.797
