VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
465, 155, -2.40662, -0.10, -2.54617, -0.68698,  0.00, -0.72667,  1.00,  1.00,  1.00,  1.00,  0.19834,  0.00907
466, 157, -2.56294, -0.10, -2.45045, -0.72294,  0.00, -0.69091,  1.00,  1.00,  1.00,  1.00,  0.20069,  0.00907
467, 156, -2.56294, -1.03355E-07, -2.45045, -0.72294,  0.00, -0.69091,  1.00,  1.00,  1.00,  1.00,  0.20069,  0.0489
468, 158, -2.71309, -1.09410E-07, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.0489
469, 156, -2.56294, -1.03355E-07, -2.45045, -0.72294,  0.00, -0.69091,  1.00,  1.00,  1.00,  1.00,  0.20069,  0.0489
470, 157, -2.56294, -0.10, -2.45045, -0.72294,  0.00, -0.69091,  1.00,  1.00,  1.00,  1.00,  0.20069,  0.00907
471, 157, -2.56294, -0.10, -2.45045, -0.72294,  0.00, -0.69091,  1.00,  1.00,  1.00,  1.00,  0.20069,  0.00907
472, 159, -2.71309, -0.10, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.00907
473, 158, -2.71309, -1.09410E-07, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.0489
474, 160, -2.8567, -1.15202E-07, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.0489
475, 158, -2.71309, -1.09410E-07, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.0489
476, 159, -2.71309, -0.10, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.00907
477, 159, -2.71309, -0.10, -2.34882, -0.75634,  0.00, -0.65418,  1.00,  1.00,  1.00,  1.00,  0.20303,  0.00907
478, 161, -2.8567, -0.10, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.00907
479, 160, -2.8567, -1.15202E-07, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.0489
480, 162, -2.99343, -1.20716E-07, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.0489
481, 160, -2.8567, -1.15202E-07, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.0489
482, 161, -2.8567, -0.10, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.00907
483, 161, -2.8567, -0.10, -2.24154, -0.78664,  0.00, -0.61742,  1.00,  1.00,  1.00,  1.00,  0.20538,  0.00907
484, 163, -2.99343, -0.10, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.00907
485, 162, -2.99343, -1.20716E-07, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.0489
486, 164, -3.12295, -1.25939E-07, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.0489
487, 162, -2.99343, -1.20716E-07, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.0489
488, 163, -2.99343, -0.10, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.00907
489, 163, -2.99343, -0.10, -2.12885, -0.81476,  0.00, -0.57979,  1.00,  1.00,  1.00,  1.00,  0.20773,  0.00907
490, 165, -3.12295, -0.10, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.00907
491, 164, -3.12295, -1.25939E-07, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.0489
492, 166, -3.24495, -1.30859E-07, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.0489
493, 164, -3.12295, -1.25939E-07, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.0489
494, 165, -3.12295, -0.10, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.00907
495, 165, -3.12295, -0.10, -2.01103, -0.84018,  0.00, -0.5423,  1.00,  1.00,  1.00,  1.00,  0.21008,  0.00907
496, 167, -3.24495, -0.10, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.00907
497, 166, -3.24495, -1.30859E-07, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.0489
498, 168, -3.35913, -1.35463E-07, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.0489
499, 166, -3.24495, -1.30859E-07, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.0489
500, 167, -3.24495, -0.10, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.00907
501, 167, -3.24495, -0.10, -1.88837, -0.86389,  0.00, -0.50368,  1.00,  1.00,  1.00,  1.00,  0.21243,  0.00907
502, 169, -3.35913, -0.10, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.00907
503, 168, -3.35913, -1.35463E-07, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.0489
504, 170, -3.46522, -1.39741E-07, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.0489
505, 168, -3.35913, -1.35463E-07, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.0489
506, 169, -3.35913, -0.10, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.00907
507, 169, -3.35913, -0.10, -1.76117, -0.88571,  0.00, -0.46424,  1.00,  1.00,  1.00,  1.00,  0.21477,  0.00907
508, 171, -3.46522, -0.10, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.00907
509, 170, -3.46522, -1.39741E-07, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.0489
510, 172, -3.56296, -1.43683E-07, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.0489
511, 170, -3.46522, -1.39741E-07, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.0489
512, 171, -3.46522, -0.10, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.00907
513, 171, -3.46522, -0.10, -1.62971, -0.90458,  0.00, -0.42631,  1.00,  1.00,  1.00,  1.00,  0.21712,  0.00907
514, 173, -3.56296, -0.10, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.00907
515, 172, -3.56296, -1.43683E-07, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.0489
516, 174, -3.65211, -1.47278E-07, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.0489
517, 172, -3.56296, -1.43683E-07, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.0489
518, 173, -3.56296, -0.10, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.00907
519, 173, -3.56296, -0.10, -1.49433, -0.92181,  0.00, -0.38765,  1.00,  1.00,  1.00,  1.00,  0.21947,  0.00907
520, 175, -3.65211, -0.10, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.00907
521, 174, -3.65211, -1.47278E-07, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.0489
522, 176, -3.73247, -1.50519E-07, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.0489
523, 174, -3.65211, -1.47278E-07, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.0489
524, 175, -3.65211, -0.10, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.00907
525, 175, -3.65211, -0.10, -1.35536, -0.93745,  0.00, -0.34811,  1.00,  1.00,  1.00,  1.00,  0.22182,  0.00907
526, 177, -3.73247, -0.10, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.00907
527, 176, -3.73247, -1.50519E-07, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.0489
528, 178, -3.80384, -1.53397E-07, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.0489
529, 176, -3.73247, -1.50519E-07, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.0489
530, 177, -3.73247, -0.10, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.00907
531, 177, -3.73247, -0.10, -1.21311, -0.95117,  0.00, -0.30867,  1.00,  1.00,  1.00,  1.00,  0.22417,  0.00907
532, 179, -3.80384, -0.10, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.00907
533, 178, -3.80384, -1.53397E-07, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.0489
534, 180, -3.86604, -1.55905E-07, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.0489
535, 178, -3.80384, -1.53397E-07, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.0489
536, 179, -3.80384, -0.10, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.00907
537, 179, -3.80384, -0.10, -1.06795, -0.96273,  0.00, -0.27048,  1.00,  1.00,  1.00,  1.00,  0.22651,  0.00907
538, 181, -3.86604, -0.10, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.00907
539, 180, -3.86604, -1.55905E-07, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.0489
540, 182, -3.91892, -1.58038E-07, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.0489
541, 180, -3.86604, -1.55905E-07, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.0489
542, 181, -3.86604, -0.10, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.00907
543, 181, -3.86604, -0.10, -0.92021, -0.97277,  0.00, -0.23176,  1.00,  1.00,  1.00,  1.00,  0.22886,  0.00907
544, 183, -3.91892, -0.10, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.00907
545, 182, -3.91892, -1.58038E-07, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.0489
546, 184, -3.96237, -1.59790E-07, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.0489
547, 182, -3.91892, -1.58038E-07, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.0489
548, 183, -3.91892, -0.10, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.00907
549, 183, -3.91892, -0.10, -0.77025, -0.98125,  0.00, -0.19275,  1.00,  1.00,  1.00,  1.00,  0.23121,  0.00907
550, 185, -3.96237, -0.10, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.00907
551, 184, -3.96237, -1.59790E-07, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.0489
552, 186, -3.99627, -1.61157E-07, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.0489
553, 184, -3.96237, -1.59790E-07, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.0489
554, 185, -3.96237, -0.10, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.00907
555, 185, -3.96237, -0.10, -0.61844, -0.98807,  0.00, -0.154,  1.00,  1.00,  1.00,  1.00,  0.23356,  0.00907
556, 187, -3.99627, -0.10, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.00907
557, 186, -3.99627, -1.61157E-07, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.0489
558, 188, -4.02055, -1.62136E-07, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.0489
559, 186, -3.99627, -1.61157E-07, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.0489
560, 187, -3.99627, -0.10, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.00907
561, 187, -3.99627, -0.10, -0.46514, -0.99328,  0.00, -0.11576,  1.00,  1.00,  1.00,  1.00,  0.23591,  0.00907
562, 189, -4.02055, -0.10, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.00907
563, 188, -4.02055, -1.62136E-07, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.0489
564, 190, -4.03513, -1.62724E-07, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.0489
565, 188, -4.02055, -1.62136E-07, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.0489
566, 189, -4.02055, -0.10, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.00907
567, 189, -4.02055, -0.10, -0.31072, -0.99703,  0.00, -0.07699,  1.00,  1.00,  1.00,  1.00,  0.23825,  0.00907
568, 191, -4.03513, -0.10, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.00907
569, 190, -4.03513, -1.62724E-07, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.0489
570, 192, -4.04, -1.62921E-07, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.0489
571, 190, -4.03513, -1.62724E-07, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.0489
572, 191, -4.03513, -0.10, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.00907
573, 191, -4.03513, -0.10, -0.15555, -0.99926,  0.00, -0.03858,  1.00,  1.00,  1.00,  1.00,  0.2406,  0.00907
574, 193, -4.04, -0.10, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.00907
575, 192, -4.04, -1.62921E-07, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.0489
576, 192, -4.04, -1.62921E-07, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.0489
577, 193, -4.04, -0.10, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.00907
578, 194, -4.03513, -0.10,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.00907
579, 194, -4.03513, -0.10,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.00907
580, 195, -4.03513, -1.62724E-07,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.0489
581, 192, -4.04, -1.62921E-07, -3.83872E-06, -1.00,  0.00, -4.47762E-07,  1.00,  1.00,  1.00,  1.00,  0.24295,  0.0489
582, 195, -4.03513, -1.62724E-07,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.0489
583, 194, -4.03513, -0.10,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.00907
584, 196, -4.02055, -0.10,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.00907
585, 196, -4.02055, -0.10,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.00907
586, 197, -4.02055, -1.62136E-07,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.0489
587, 195, -4.03513, -1.62724E-07,  0.15554, -0.99926,  0.00,  0.03858,  1.00,  1.00,  1.00,  1.00,  0.2453,  0.0489
588, 197, -4.02055, -1.62136E-07,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.0489
589, 196, -4.02055, -0.10,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.00907
590, 198, -3.99627, -0.10,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.00907
591, 198, -3.99627, -0.10,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.00907
592, 199, -3.99627, -1.61157E-07,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.0489
593, 197, -4.02055, -1.62136E-07,  0.31071, -0.99703,  0.00,  0.07699,  1.00,  1.00,  1.00,  1.00,  0.24765,  0.0489
594, 199, -3.99627, -1.61157E-07,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.0489
595, 198, -3.99627, -0.10,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.00907
596, 200, -3.96237, -0.10,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.00907
597, 200, -3.96237, -0.10,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.00907
598, 201, -3.96237, -1.59790E-07,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.0489
599, 199, -3.99627, -1.61157E-07,  0.46513, -0.99328,  0.00,  0.11576,  1.00,  1.00,  1.00,  1.00,  0.24999,  0.0489
600, 201, -3.96237, -1.59790E-07,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.0489
601, 200, -3.96237, -0.10,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.00907
602, 202, -3.91893, -0.10,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.00907
603, 202, -3.91893, -0.10,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.00907
604, 203, -3.91893, -1.58038E-07,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.0489
605, 201, -3.96237, -1.59790E-07,  0.61843, -0.98807,  0.00,  0.154,  1.00,  1.00,  1.00,  1.00,  0.25234,  0.0489
606, 203, -3.91893, -1.58038E-07,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.0489
607, 202, -3.91893, -0.10,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.00907
608, 204, -3.86604, -0.10,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.00907
609, 204, -3.86604, -0.10,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.00907
610, 205, -3.86604, -1.55905E-07,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.0489
611, 203, -3.91893, -1.58038E-07,  0.77025, -0.98125,  0.00,  0.19275,  1.00,  1.00,  1.00,  1.00,  0.25469,  0.0489
612, 205, -3.86604, -1.55905E-07,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.0489
613, 204, -3.86604, -0.10,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.00907
614, 206, -3.80384, -0.10,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.00907
615, 206, -3.80384, -0.10,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.00907
616, 207, -3.80384, -1.53397E-07,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.0489
617, 205, -3.86604, -1.55905E-07,  0.9202, -0.97295,  0.00,  0.23104,  1.00,  1.00,  1.00,  1.00,  0.25704,  0.0489
618, 207, -3.80384, -1.53397E-07,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.0489
619, 206, -3.80384, -0.10,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.00907
620, 208, -3.73247, -0.10,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.00907
621, 208, -3.73247, -0.10,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.00907
622, 209, -3.73247, -1.50519E-07,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.0489
623, 207, -3.80384, -1.53397E-07,  1.06794, -0.96273,  0.00,  0.27048,  1.00,  1.00,  1.00,  1.00,  0.25939,  0.0489
624, 209, -3.73247, -1.50519E-07,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.0489
625, 208, -3.73247, -0.10,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.00907
626, 210, -3.65212, -0.10,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.00907
627, 210, -3.65212, -0.10,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.00907
628, 211, -3.65212, -1.47279E-07,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.0489
629, 209, -3.73247, -1.50519E-07,  1.21311, -0.95117,  0.00,  0.30867,  1.00,  1.00,  1.00,  1.00,  0.26173,  0.0489
630, 211, -3.65212, -1.47279E-07,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.0489
631, 210, -3.65212, -0.10,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.00907
632, 212, -3.56296, -0.10,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.00907
633, 212, -3.56296, -0.10,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.00907
634, 213, -3.56296, -1.43683E-07,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.0489
635, 211, -3.65212, -1.47279E-07,  1.35535, -0.93745,  0.00,  0.34811,  1.00,  1.00,  1.00,  1.00,  0.26408,  0.0489
636, 213, -3.56296, -1.43683E-07,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.0489
637, 212, -3.56296, -0.10,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.00907
638, 214, -3.46522, -0.10,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.00907
639, 214, -3.46522, -0.10,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.00907
640, 215, -3.46522, -1.39742E-07,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.0489
641, 213, -3.56296, -1.43683E-07,  1.49433, -0.92181,  0.00,  0.38765,  1.00,  1.00,  1.00,  1.00,  0.26643,  0.0489
642, 215, -3.46522, -1.39742E-07,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.0489
643, 214, -3.46522, -0.10,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.00907
644, 216, -3.35914, -0.10,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.00907
645, 216, -3.35914, -0.10,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.00907
646, 217, -3.35914, -1.35464E-07,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.0489
647, 215, -3.46522, -1.39742E-07,  1.62971, -0.90513,  0.00,  0.42514,  1.00,  1.00,  1.00,  1.00,  0.26878,  0.0489
648, 217, -3.35914, -1.35464E-07,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.0489
649, 216, -3.35914, -0.10,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.00907
650, 218, -3.24496, -0.10,  1.88837, -0.86389,  0.00,  0.50368,  1.00,  1.00,  1.00,  1.00,  0.27347,  0.00907
651, 218, -3.24496, -0.10,  1.88837, -0.86389,  0.00,  0.50368,  1.00,  1.00,  1.00,  1.00,  0.27347,  0.00907
652, 219, -3.24496, -1.30859E-07,  1.88837, -0.86389,  0.00,  0.50368,  1.00,  1.00,  1.00,  1.00,  0.27347,  0.0489
653, 217, -3.35914, -1.35464E-07,  1.76116, -0.88571,  0.00,  0.46424,  1.00,  1.00,  1.00,  1.00,  0.27113,  0.0489
