VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
97, 24,  0.49041,  1.64214, -0.09072, -0.7959, -0.07001, -0.60156,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.36743,  1.00,  0.36743,  1.00,  0.36743,  0.77285,  0.22715,  0.00,  0.00, 2, 0, 0, 0
98, 25,  0.48252,  1.72014, -0.08859, -0.76611, -0.07416, -0.63818,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.36743,  0.47803,  0.36743,  0.47803,  0.36743,  0.79957,  0.20043,  0.00,  0.00, 2, 0, 0, 0
99, 26,  0.47162,  1.79209, -0.08666, -0.73535, -0.0752, -0.67334,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  0.78106,  0.21894,  0.00,  0.00, 2, 0, 0, 0
100, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
101, 25,  0.48252,  1.72014, -0.08859, -0.76611, -0.07416, -0.63818,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.36743,  0.47803,  0.36743,  0.47803,  0.36743,  0.79957,  0.20043,  0.00,  0.00, 2, 0, 0, 0
102, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
103, 28,  0.51755,  1.67746, -0.15966, -0.9502,  0.05148, -0.30664,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.42383,  1.00,  0.42383,  1.00,  0.42383,  0.94592,  0.05408,  0.00,  0.00, 2, 0, 0, 0
104, 24,  0.49041,  1.64214, -0.09072, -0.7959, -0.07001, -0.60156,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.36743,  1.00,  0.36743,  1.00,  0.36743,  0.77285,  0.22715,  0.00,  0.00, 2, 0, 0, 0
105, 26,  0.47162,  1.79209, -0.08666, -0.73535, -0.0752, -0.67334,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  0.78106,  0.21894,  0.00,  0.00, 2, 0, 0, 0
106, 29,  0.52581,  1.82613, -0.15551, -0.93408,  0.05908, -0.35205,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.42383,  0.00,  0.42383,  0.00,  0.42383,  0.95555,  0.04445,  0.00,  0.00, 2, 0, 0, 0
107, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
108, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
109, 28,  0.51755,  1.67746, -0.15966, -0.9502,  0.05148, -0.30664,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.42383,  1.00,  0.42383,  1.00,  0.42383,  0.94592,  0.05408,  0.00,  0.00, 2, 0, 0, 0
110, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
111, 29,  0.52581,  1.82613, -0.15551, -0.93408,  0.05908, -0.35205,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.42383,  0.00,  0.42383,  0.00,  0.42383,  0.95555,  0.04445,  0.00,  0.00, 2, 0, 0, 0
112, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
113, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
114, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
115, 31,  0.52236,  1.70745, -0.24123, -0.98047,  0.19189,  0.03873,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  1.00,  0.48389,  1.00,  0.48389,  0.98576,  0.01424,  0.00,  0.00, 2, 0, 0, 0
116, 28,  0.51755,  1.67746, -0.15966, -0.9502,  0.05148, -0.30664,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.42383,  1.00,  0.42383,  1.00,  0.42383,  0.94592,  0.05408,  0.00,  0.00, 2, 0, 0, 0
117, 29,  0.52581,  1.82613, -0.15551, -0.93408,  0.05908, -0.35205,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.42383,  0.00,  0.42383,  0.00,  0.42383,  0.95555,  0.04445,  0.00,  0.00, 2, 0, 0, 0
118, 32,  0.55253,  1.8583, -0.24443, -0.98291,  0.18457, -0.00231,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  0.98212,  0.01588,  0.002,  0.00, 2, 0, 3, 0
119, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
120, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
121, 31,  0.52236,  1.70745, -0.24123, -0.98047,  0.19189,  0.03873,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  1.00,  0.48389,  1.00,  0.48389,  0.98576,  0.01424,  0.00,  0.00, 2, 0, 0, 0
122, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
123, 32,  0.55253,  1.8583, -0.24443, -0.98291,  0.18457, -0.00231,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  0.98212,  0.01588,  0.002,  0.00, 2, 0, 3, 0
124, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
125, 30,  0.53923,  1.78604, -0.24531, -0.98096,  0.19287,  0.02063,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.48389,  0.47803,  0.48389,  0.47803,  0.48389,  0.98572,  0.01428,  0.00,  0.00, 2, 0, 0, 0
126, 32,  0.55253,  1.8583, -0.24443, -0.98291,  0.18457, -0.00231,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  1.19209E-07,  0.48389,  0.98212,  0.01588,  0.002,  0.00, 2, 0, 3, 0
127, 34,  0.5516,  1.89152, -0.34366, -0.9126,  0.27808,  0.29956,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.54688,  1.19209E-07,  0.54688,  1.19209E-07,  0.54688,  0.94285,  0.05715,  0.00,  0.00, 2, 3, 0, 0
128, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
129, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
130, 35,  0.50853,  1.74512, -0.32532, -0.89844,  0.30786,  0.31299,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54688,  1.00,  0.54688,  1.00,  0.54688,  0.96292,  0.03708,  0.00,  0.00, 2, 3, 0, 0
131, 31,  0.52236,  1.70745, -0.24123, -0.98047,  0.19189,  0.03873,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  1.00,  0.48389,  1.00,  0.48389,  0.98576,  0.01424,  0.00,  0.00, 2, 0, 0, 0
132, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
133, 34,  0.5516,  1.89152, -0.34366, -0.9126,  0.27808,  0.29956,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.54688,  1.19209E-07,  0.54688,  1.19209E-07,  0.54688,  0.94285,  0.05715,  0.00,  0.00, 2, 3, 0, 0
134, 36,  0.52134,  1.92914, -0.44248, -0.78516,  0.33105,  0.52295,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  0.65686,  0.34314,  0.00,  0.00, 2, 3, 0, 0
135, 35,  0.50853,  1.74512, -0.32532, -0.89844,  0.30786,  0.31299,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54688,  1.00,  0.54688,  1.00,  0.54688,  0.96292,  0.03708,  0.00,  0.00, 2, 3, 0, 0
136, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
137, 37,  0.49857,  1.86049, -0.43256, -0.77197,  0.3606,  0.52393,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.61572,  0.47803,  0.61572,  0.47803,  0.61572,  0.65499,  0.34501,  0.00,  0.00, 2, 3, 0, 0
138, 33,  0.53185,  1.82092, -0.33901, -0.90137,  0.30005,  0.31177,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.54688,  0.47803,  0.54688,  0.47803,  0.54688,  0.96686,  0.03314,  0.00,  0.00, 2, 3, 0, 0
139, 36,  0.52134,  1.92914, -0.44248, -0.78516,  0.33105,  0.52295,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  0.65686,  0.34314,  0.00,  0.00, 2, 3, 0, 0
140, 37,  0.49857,  1.86049, -0.43256, -0.77197,  0.3606,  0.52393,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.61572,  0.47803,  0.61572,  0.47803,  0.61572,  0.65499,  0.34501,  0.00,  0.00, 2, 3, 0, 0
141, 35,  0.50853,  1.74512, -0.32532, -0.89844,  0.30786,  0.31299,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.54688,  1.00,  0.54688,  1.00,  0.54688,  0.96292,  0.03708,  0.00,  0.00, 2, 3, 0, 0
142, 37,  0.49857,  1.86049, -0.43256, -0.77197,  0.3606,  0.52393,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.61572,  0.47803,  0.61572,  0.47803,  0.61572,  0.65499,  0.34501,  0.00,  0.00, 2, 3, 0, 0
143, 38,  0.47299,  1.78776, -0.41262, -0.7583,  0.38696,  0.5249,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.61572,  1.00,  0.61572,  1.00,  0.61572,  0.61079,  0.38921,  0.00,  0.00, 2, 3, 0, 0
144, 36,  0.52134,  1.92914, -0.44248, -0.78516,  0.33105,  0.52295,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  0.65686,  0.34314,  0.00,  0.00, 2, 3, 0, 0
145, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
146, 37,  0.49857,  1.86049, -0.43256, -0.77197,  0.3606,  0.52393,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.61572,  0.47803,  0.61572,  0.47803,  0.61572,  0.65499,  0.34501,  0.00,  0.00, 2, 3, 0, 0
147, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
148, 38,  0.47299,  1.78776, -0.41262, -0.7583,  0.38696,  0.5249,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.61572,  1.00,  0.61572,  1.00,  0.61572,  0.61079,  0.38921,  0.00,  0.00, 2, 3, 0, 0
149, 37,  0.49857,  1.86049, -0.43256, -0.77197,  0.3606,  0.52393,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.61572,  0.47803,  0.61572,  0.47803,  0.61572,  0.65499,  0.34501,  0.00,  0.00, 2, 3, 0, 0
150, 36,  0.52134,  1.92914, -0.44248, -0.78516,  0.33105,  0.52295,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  1.19209E-07,  0.61572,  0.65686,  0.34314,  0.00,  0.00, 2, 3, 0, 0
151, 40,  0.4659,  1.96805, -0.53506, -0.65771,  0.35474,  0.66455,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.68799,  1.19209E-07,  0.68799,  1.19209E-07,  0.68799,  0.75575,  0.24425,  0.00,  0.00, 3, 2, 0, 0
152, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
153, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
154, 41,  0.42004,  1.82933, -0.49848, -0.63574,  0.41406,  0.65137,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.68799,  1.00,  0.68799,  1.00,  0.68799,  0.89899,  0.10101,  0.00,  0.00, 3, 2, 0, 0
155, 38,  0.47299,  1.78776, -0.41262, -0.7583,  0.38696,  0.5249,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.61572,  1.00,  0.61572,  1.00,  0.61572,  0.61079,  0.38921,  0.00,  0.00, 2, 3, 0, 0
156, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
157, 40,  0.4659,  1.96805, -0.53506, -0.65771,  0.35474,  0.66455,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.68799,  1.19209E-07,  0.68799,  1.19209E-07,  0.68799,  0.75575,  0.24425,  0.00,  0.00, 3, 2, 0, 0
158, 42,  0.39205,  2.00225, -0.61677, -0.54199,  0.37524,  0.75195,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  0.99109,  0.00891,  0.00,  0.00, 3, 4, 0, 0
159, 41,  0.42004,  1.82933, -0.49848, -0.63574,  0.41406,  0.65137,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.68799,  1.00,  0.68799,  1.00,  0.68799,  0.89899,  0.10101,  0.00,  0.00, 3, 2, 0, 0
160, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
161, 43,  0.37252,  1.93599, -0.59839, -0.53125,  0.39526,  0.74951,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.75879,  0.47803,  0.75879,  0.47803,  0.75879,  0.9904,  0.0096,  0.00,  0.00, 3, 4, 0, 0
162, 39,  0.4438,  1.90094, -0.52127, -0.64697,  0.38281,  0.65967,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.68799,  0.47803,  0.68799,  0.47803,  0.68799,  0.89525,  0.10475,  0.00,  0.00, 3, 2, 0, 0
163, 42,  0.39205,  2.00225, -0.61677, -0.54199,  0.37524,  0.75195,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  0.99109,  0.00891,  0.00,  0.00, 3, 4, 0, 0
164, 43,  0.37252,  1.93599, -0.59839, -0.53125,  0.39526,  0.74951,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.75879,  0.47803,  0.75879,  0.47803,  0.75879,  0.9904,  0.0096,  0.00,  0.00, 3, 4, 0, 0
165, 41,  0.42004,  1.82933, -0.49848, -0.63574,  0.41406,  0.65137,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.68799,  1.00,  0.68799,  1.00,  0.68799,  0.89899,  0.10101,  0.00,  0.00, 3, 2, 0, 0
166, 43,  0.37252,  1.93599, -0.59839, -0.53125,  0.39526,  0.74951,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.75879,  0.47803,  0.75879,  0.47803,  0.75879,  0.9904,  0.0096,  0.00,  0.00, 3, 4, 0, 0
167, 44,  0.35196,  1.86445, -0.57305, -0.521,  0.41895,  0.74365,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.75879,  1.00,  0.75879,  1.00,  0.75879,  0.99197,  0.00803,  0.00,  0.00, 3, 4, 0, 0
168, 42,  0.39205,  2.00225, -0.61677, -0.54199,  0.37524,  0.75195,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  0.99109,  0.00891,  0.00,  0.00, 3, 4, 0, 0
169, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
170, 43,  0.37252,  1.93599, -0.59839, -0.53125,  0.39526,  0.74951,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.75879,  0.47803,  0.75879,  0.47803,  0.75879,  0.9904,  0.0096,  0.00,  0.00, 3, 4, 0, 0
171, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
172, 44,  0.35196,  1.86445, -0.57305, -0.521,  0.41895,  0.74365,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.75879,  1.00,  0.75879,  1.00,  0.75879,  0.99197,  0.00803,  0.00,  0.00, 3, 4, 0, 0
173, 43,  0.37252,  1.93599, -0.59839, -0.53125,  0.39526,  0.74951,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.75879,  0.47803,  0.75879,  0.47803,  0.75879,  0.9904,  0.0096,  0.00,  0.00, 3, 4, 0, 0
174, 42,  0.39205,  2.00225, -0.61677, -0.54199,  0.37524,  0.75195,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  1.19209E-07,  0.75879,  0.99109,  0.00891,  0.00,  0.00, 3, 4, 0, 0
175, 46,  0.3044,  2.02747, -0.68659, -0.40063,  0.40576,  0.82129,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  0.8528,  0.1472,  0.00,  0.00, 3, 4, 0, 0
176, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
177, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
178, 47,  0.27319,  1.88971, -0.63092, -0.37939,  0.43774,  0.81494,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82422,  1.00,  0.82422,  1.00,  0.82422,  0.86186,  0.13814,  0.00,  0.00, 3, 4, 0, 0
179, 44,  0.35196,  1.86445, -0.57305, -0.521,  0.41895,  0.74365,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.75879,  1.00,  0.75879,  1.00,  0.75879,  0.99197,  0.00803,  0.00,  0.00, 3, 4, 0, 0
180, 46,  0.3044,  2.02747, -0.68659, -0.40063,  0.40576,  0.82129,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  0.8528,  0.1472,  0.00,  0.00, 3, 4, 0, 0
181, 48,  0.19443,  1.97685, -0.70362, -0.2113,  0.45728,  0.86377,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.88623,  0.47803,  0.88623,  0.47803,  0.88623,  0.57943,  0.42057,  0.00,  0.00, 3, 4, 0, 0
182, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
183, 48,  0.19443,  1.97685, -0.70362, -0.2113,  0.45728,  0.86377,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.88623,  0.47803,  0.88623,  0.47803,  0.88623,  0.57943,  0.42057,  0.00,  0.00, 3, 4, 0, 0
184, 47,  0.27319,  1.88971, -0.63092, -0.37939,  0.43774,  0.81494,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82422,  1.00,  0.82422,  1.00,  0.82422,  0.86186,  0.13814,  0.00,  0.00, 3, 4, 0, 0
185, 45,  0.28914,  1.96139, -0.66162, -0.39014,  0.4209,  0.81885,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.82422,  0.47803,  0.82422,  0.47803,  0.82422,  0.84852,  0.15148,  0.00,  0.00, 3, 4, 0, 0
186, 46,  0.3044,  2.02747, -0.68659, -0.40063,  0.40576,  0.82129,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  1.19209E-07,  0.82422,  0.8528,  0.1472,  0.00,  0.00, 3, 4, 0, 0
187, 49,  0.20435,  2.04316, -0.73448, -0.22705,  0.44092,  0.86816,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.88623,  1.19209E-07,  0.88623,  1.19209E-07,  0.88623,  0.57316,  0.42684,  0.00,  0.00, 3, 4, 0, 0
188, 48,  0.19443,  1.97685, -0.70362, -0.2113,  0.45728,  0.86377,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.88623,  0.47803,  0.88623,  0.47803,  0.88623,  0.57943,  0.42057,  0.00,  0.00, 3, 4, 0, 0
189, 48,  0.19443,  1.97685, -0.70362, -0.2113,  0.45728,  0.86377,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.88623,  0.47803,  0.88623,  0.47803,  0.88623,  0.57943,  0.42057,  0.00,  0.00, 3, 4, 0, 0
190, 50,  0.18402,  1.90602, -0.66688, -0.19299,  0.47485,  0.85889,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88623,  1.00,  0.88623,  1.00,  0.88623,  0.59883,  0.40117,  0.00,  0.00, 3, 4, 0, 0
191, 47,  0.27319,  1.88971, -0.63092, -0.37939,  0.43774,  0.81494,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82422,  1.00,  0.82422,  1.00,  0.82422,  0.86186,  0.13814,  0.00,  0.00, 3, 4, 0, 0
192, 49,  0.20435,  2.04316, -0.73448, -0.22705,  0.44092,  0.86816,  0.00,  1.00,  1.00,  1.00,  1.00,  1.19209E-07,  0.88623,  1.19209E-07,  0.88623,  1.19209E-07,  0.88623,  0.57316,  0.42684,  0.00,  0.00, 3, 4, 0, 0
193, 51,  0.09772,  1.98264, -0.72004, -0.02933,  0.49048,  0.87109,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.94336,  0.47803,  0.94336,  0.47803,  0.94336,  0.73808,  0.26192,  0.00,  0.00, 4, 3, 0, 0
194, 48,  0.19443,  1.97685, -0.70362, -0.2113,  0.45728,  0.86377,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.88623,  0.47803,  0.88623,  0.47803,  0.88623,  0.57943,  0.42057,  0.00,  0.00, 3, 4, 0, 0
195, 51,  0.09772,  1.98264, -0.72004, -0.02933,  0.49048,  0.87109,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.94336,  0.47803,  0.94336,  0.47803,  0.94336,  0.73808,  0.26192,  0.00,  0.00, 4, 3, 0, 0
