VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
48, 15,  0.28815,  1.66072,  0.01128, -0.09998, -0.37061, -0.92334,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.22266,  0.00,  0.22266,  0.00,  0.22266,  0.89293,  0.10486,  0.00221,  0.00, 0, 2, 1, 0
49, 13,  0.28473,  1.55961,  0.05438, -0.12091, -0.41284, -0.90283,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.17297,  0.47803,  0.17297,  0.47803,  0.17297,  0.95087,  0.04913,  0.00,  0.00, 0, 1, 0, 0
50, 14,  0.2384,  1.60441,  0.03131,  0.03081, -0.44629, -0.89453,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.17297,  1.78814E-07,  0.17297,  1.78814E-07,  0.17297,  0.95985,  0.04015,  0.00,  0.00, 0, 1, 0, 0
51, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
52, 12,  0.31682,  1.51929,  0.06011, -0.28418, -0.36475, -0.88672,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.17297,  1.00,  0.17297,  1.00,  0.17297,  0.93518,  0.06482,  0.00,  0.00, 0, 1, 0, 0
53, 13,  0.28473,  1.55961,  0.05438, -0.12091, -0.41284, -0.90283,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.17297,  0.47803,  0.17297,  0.47803,  0.17297,  0.95087,  0.04913,  0.00,  0.00, 0, 1, 0, 0
54, 15,  0.28815,  1.66072,  0.01128, -0.09998, -0.37061, -0.92334,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.22266,  0.00,  0.22266,  0.00,  0.22266,  0.89293,  0.10486,  0.00221,  0.00, 0, 2, 1, 0
55, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
56, 13,  0.28473,  1.55961,  0.05438, -0.12091, -0.41284, -0.90283,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.17297,  0.47803,  0.17297,  0.47803,  0.17297,  0.95087,  0.04913,  0.00,  0.00, 0, 1, 0, 0
57, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
58, 17,  0.36118,  1.55352,  0.0346, -0.32788, -0.26465, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.22266,  1.00,  0.22266,  1.00,  0.22266,  0.90031,  0.09146,  0.00822,  0.00, 0, 2, 1, 0
59, 12,  0.31682,  1.51929,  0.06011, -0.28418, -0.36475, -0.88672,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.17297,  1.00,  0.17297,  1.00,  0.17297,  0.93518,  0.06482,  0.00,  0.00, 0, 1, 0, 0
60, 18,  0.35505,  1.71444, -0.01613, -0.28784, -0.30811, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  0.6267,  0.3733,  0.00,  0.00, 0, 2, 0, 0
61, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
62, 15,  0.28815,  1.66072,  0.01128, -0.09998, -0.37061, -0.92334,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.22266,  0.00,  0.22266,  0.00,  0.22266,  0.89293,  0.10486,  0.00221,  0.00, 0, 2, 1, 0
63, 19,  0.38711,  1.6541, -0.00499, -0.38208, -0.26733, -0.88477,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.27588,  0.47803,  0.27588,  0.47803,  0.27588,  0.62327,  0.37673,  0.00,  0.00, 0, 2, 0, 0
64, 17,  0.36118,  1.55352,  0.0346, -0.32788, -0.26465, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.22266,  1.00,  0.22266,  1.00,  0.22266,  0.90031,  0.09146,  0.00822,  0.00, 0, 2, 1, 0
65, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
66, 18,  0.35505,  1.71444, -0.01613, -0.28784, -0.30811, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  0.6267,  0.3733,  0.00,  0.00, 0, 2, 0, 0
67, 19,  0.38711,  1.6541, -0.00499, -0.38208, -0.26733, -0.88477,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.27588,  0.47803,  0.27588,  0.47803,  0.27588,  0.62327,  0.37673,  0.00,  0.00, 0, 2, 0, 0
68, 16,  0.33024,  1.6072,  0.02951, -0.21106, -0.32275, -0.92285,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.22266,  0.47803,  0.22266,  0.47803,  0.22266,  0.89206,  0.10356,  0.00439,  0.00, 0, 2, 1, 0
69, 19,  0.38711,  1.6541, -0.00499, -0.38208, -0.26733, -0.88477,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.27588,  0.47803,  0.27588,  0.47803,  0.27588,  0.62327,  0.37673,  0.00,  0.00, 0, 2, 0, 0
70, 20,  0.41282,  1.58676, -0.00258, -0.47583, -0.2179, -0.85205,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27588,  1.00,  0.27588,  1.00,  0.27588,  0.6536,  0.3464,  0.00,  0.00, 0, 2, 0, 0
71, 17,  0.36118,  1.55352,  0.0346, -0.32788, -0.26465, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.22266,  1.00,  0.22266,  1.00,  0.22266,  0.90031,  0.09146,  0.00822,  0.00, 0, 2, 1, 0
72, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
73, 19,  0.38711,  1.6541, -0.00499, -0.38208, -0.26733, -0.88477,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.27588,  0.47803,  0.27588,  0.47803,  0.27588,  0.62327,  0.37673,  0.00,  0.00, 0, 2, 0, 0
74, 18,  0.35505,  1.71444, -0.01613, -0.28784, -0.30811, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  0.6267,  0.3733,  0.00,  0.00, 0, 2, 0, 0
75, 20,  0.41282,  1.58676, -0.00258, -0.47583, -0.2179, -0.85205,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27588,  1.00,  0.27588,  1.00,  0.27588,  0.6536,  0.3464,  0.00,  0.00, 0, 2, 0, 0
76, 19,  0.38711,  1.6541, -0.00499, -0.38208, -0.26733, -0.88477,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.27588,  0.47803,  0.27588,  0.47803,  0.27588,  0.62327,  0.37673,  0.00,  0.00, 0, 2, 0, 0
77, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
78, 20,  0.41282,  1.58676, -0.00258, -0.47583, -0.2179, -0.85205,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.27588,  1.00,  0.27588,  1.00,  0.27588,  0.6536,  0.3464,  0.00,  0.00, 0, 2, 0, 0
79, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
80, 22,  0.45549,  1.61449, -0.04383, -0.62939, -0.15356, -0.76172,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32275,  1.00,  0.32275,  1.00,  0.32275,  0.58996,  0.41004,  0.00,  0.00, 2, 0, 0, 0
81, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
82, 18,  0.35505,  1.71444, -0.01613, -0.28784, -0.30811, -0.90674,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  1.78814E-07,  0.27588,  0.6267,  0.3733,  0.00,  0.00, 0, 2, 0, 0
83, 23,  0.41756,  1.75414, -0.04839, -0.49634, -0.20044, -0.84473,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.32275,  0.00,  0.32275,  0.00,  0.32275,  0.61633,  0.38367,  0.00,  0.00, 2, 0, 0, 0
84, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
85, 24,  0.49041,  1.64214, -0.09072, -0.7959, -0.07001, -0.60156,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.36743,  1.00,  0.36743,  1.00,  0.36743,  0.77285,  0.22715,  0.00,  0.00, 2, 0, 0, 0
86, 22,  0.45549,  1.61449, -0.04383, -0.62939, -0.15356, -0.76172,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.32275,  1.00,  0.32275,  1.00,  0.32275,  0.58996,  0.41004,  0.00,  0.00, 2, 0, 0, 0
87, 23,  0.41756,  1.75414, -0.04839, -0.49634, -0.20044, -0.84473,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.32275,  0.00,  0.32275,  0.00,  0.32275,  0.61633,  0.38367,  0.00,  0.00, 2, 0, 0, 0
88, 25,  0.48252,  1.72014, -0.08859, -0.76611, -0.07416, -0.63818,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.36743,  0.47803,  0.36743,  0.47803,  0.36743,  0.79957,  0.20043,  0.00,  0.00, 2, 0, 0, 0
89, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
90, 21,  0.4378,  1.69017, -0.04361, -0.56201, -0.18286, -0.80664,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.32275,  0.47803,  0.32275,  0.47803,  0.32275,  0.61291,  0.38709,  0.00,  0.00, 2, 0, 0, 0
91, 25,  0.48252,  1.72014, -0.08859, -0.76611, -0.07416, -0.63818,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.36743,  0.47803,  0.36743,  0.47803,  0.36743,  0.79957,  0.20043,  0.00,  0.00, 2, 0, 0, 0
92, 24,  0.49041,  1.64214, -0.09072, -0.7959, -0.07001, -0.60156,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.36743,  1.00,  0.36743,  1.00,  0.36743,  0.77285,  0.22715,  0.00,  0.00, 2, 0, 0, 0
93, 23,  0.41756,  1.75414, -0.04839, -0.49634, -0.20044, -0.84473,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.32275,  0.00,  0.32275,  0.00,  0.32275,  0.61633,  0.38367,  0.00,  0.00, 2, 0, 0, 0
94, 26,  0.47162,  1.79209, -0.08666, -0.73535, -0.0752, -0.67334,  0.00,  1.00,  1.00,  1.00,  1.00,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  1.78814E-07,  0.36743,  0.78106,  0.21894,  0.00,  0.00, 2, 0, 0, 0
95, 25,  0.48252,  1.72014, -0.08859, -0.76611, -0.07416, -0.63818,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.36743,  0.47803,  0.36743,  0.47803,  0.36743,  0.79957,  0.20043,  0.00,  0.00, 2, 0, 0, 0
96, 27,  0.52336,  1.75339, -0.1593, -0.94385,  0.05966, -0.32568,  0.00,  1.00,  1.00,  1.00,  1.00,  0.47803,  0.42383,  0.47803,  0.42383,  0.47803,  0.42383,  0.95676,  0.04324,  0.00,  0.00, 2, 0, 0, 0
