VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
454, 99,  0.24907,  1.39152,  0.16625,  0.40527, -0.56396, -0.71924,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00, -0.00004,  1.00, -0.00004,  1.00, -0.00004,  0.60485,  0.39515,  0.00,  0.00, 5, 1, 0, 0
455, 98,  0.20813,  1.40223,  0.13059,  0.46558, -0.52295, -0.71387,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121, -0.00004,  0.74121, -0.00004,  0.74121, -0.00004,  0.57891,  0.42109,  0.00,  0.00, 5, 1, 0, 0
456, 100,  0.00274,  1.80908, -0.48572, -0.34399,  0.49463,  0.79834,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.95973,  0.03661,  0.00365,  0.00, 3, 2, 4, 0
457, 101,  0.00339,  1.91065, -0.54801, -0.32373,  0.62256,  0.71289,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.95792,  0.02998,  0.0121,  0.00, 3, 2, 4, 0
458, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
459, 100,  0.00274,  1.80908, -0.48572, -0.34399,  0.49463,  0.79834,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.95973,  0.03661,  0.00365,  0.00, 3, 2, 4, 0
460, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
461, 103, -0.0814,  1.79556, -0.51322, -0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.6593,  0.3407,  0.00,  0.00, 3, 4, 0, 0
462, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
463, 101,  0.00339,  1.91065, -0.54801, -0.32373,  0.62256,  0.71289,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.95792,  0.02998,  0.0121,  0.00, 3, 2, 4, 0
464, 104,  0.00275,  1.98202, -0.64341, -0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.96289,  0.02734,  0.00978,  0.00, 3, 2, 4, 0
465, 103, -0.0814,  1.79556, -0.51322, -0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.6593,  0.3407,  0.00,  0.00, 3, 4, 0, 0
466, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
467, 105, -0.16138,  1.8684, -0.58416, -0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.50378,  0.49624,  0.00,  0.00, 3, 4, 0, 0
468, 103, -0.0814,  1.79556, -0.51322, -0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.6593,  0.3407,  0.00,  0.00, 3, 4, 0, 0
469, 105, -0.16138,  1.8684, -0.58416, -0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.50378,  0.49624,  0.00,  0.00, 3, 4, 0, 0
470, 106, -0.1487,  1.77655, -0.52947, -0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.70434,  0.29566,  0.00,  0.00, 4, 3, 0, 0
471, 106, -0.1487,  1.77655, -0.52947, -0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.70434,  0.29566,  0.00,  0.00, 4, 3, 0, 0
472, 105, -0.16138,  1.8684, -0.58416, -0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.50378,  0.49624,  0.00,  0.00, 3, 4, 0, 0
473, 107, -0.22978,  1.8514, -0.57907,  0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.77208,  0.22792,  0.00,  0.00, 4, 3, 0, 0
474, 106, -0.1487,  1.77655, -0.52947, -0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.70434,  0.29566,  0.00,  0.00, 4, 3, 0, 0
475, 107, -0.22978,  1.8514, -0.57907,  0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.77208,  0.22792,  0.00,  0.00, 4, 3, 0, 0
476, 108, -0.21899,  1.75541, -0.54275, -0.01363,  0.33276,  0.94287,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82617,  1.00,  0.82617,  1.00,  0.82617,  0.9331,  0.0669,  0.00,  0.00, 4, 3, 0, 0
477, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
478, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
479, 105, -0.16138,  1.8684, -0.58416, -0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.50378,  0.49624,  0.00,  0.00, 3, 4, 0, 0
480, 107, -0.22978,  1.8514, -0.57907,  0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.77208,  0.22792,  0.00,  0.00, 4, 3, 0, 0
481, 105, -0.16138,  1.8684, -0.58416, -0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.50378,  0.49624,  0.00,  0.00, 3, 4, 0, 0
482, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
483, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
484, 104,  0.00275,  1.98202, -0.64341, -0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.96289,  0.02734,  0.00978,  0.00, 3, 2, 4, 0
485, 110, -0.09316,  1.96251, -0.6577, -0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.83418,  0.16582,  0.00,  0.00, 3, 4, 0, 0
486, 102, -0.08962,  1.88827, -0.57461, -0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.78537,  0.21463,  0.00,  0.00, 3, 4, 0, 0
487, 110, -0.09316,  1.96251, -0.6577, -0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.83418,  0.16582,  0.00,  0.00, 3, 4, 0, 0
488, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
489, 104,  0.00275,  1.98202, -0.64341, -0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.96289,  0.02734,  0.00978,  0.00, 3, 2, 4, 0
490, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
491, 110, -0.09316,  1.96251, -0.6577, -0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.83418,  0.16582,  0.00,  0.00, 3, 4, 0, 0
492, 104,  0.00275,  1.98202, -0.64341, -0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.96289,  0.02734,  0.00978,  0.00, 3, 2, 4, 0
493, 112,  0.00482,  2.06952, -0.72426, -0.07104,  0.57373,  0.81592,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.95885,  0.03149,  0.00966,  0.00, 3, 2, 4, 0
494, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
495, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
496, 112,  0.00482,  2.06952, -0.72426, -0.07104,  0.57373,  0.81592,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.95885,  0.03149,  0.00966,  0.00, 3, 2, 4, 0
497, 113, -0.00178,  2.16663, -0.79298,  0.00449,  0.52637,  0.8501,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.97864,  0.02136,  0.00,  0.00, 3, 2, 0, 0
498, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
499, 113, -0.00178,  2.16663, -0.79298,  0.00449,  0.52637,  0.8501,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.97864,  0.02136,  0.00,  0.00, 3, 2, 0, 0
500, 114, -0.1037,  2.15158, -0.7745,  0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.93095,  0.06905,  0.00,  0.00, 3, 4, 0, 0
501, 110, -0.09316,  1.96251, -0.6577, -0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.83418,  0.16582,  0.00,  0.00, 3, 4, 0, 0
502, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
503, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
504, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
505, 111, -0.10005,  2.05318, -0.72221, -0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.85489,  0.14511,  0.00,  0.00, 3, 4, 0, 0
506, 114, -0.1037,  2.15158, -0.7745,  0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.93095,  0.06905,  0.00,  0.00, 3, 4, 0, 0
507, 110, -0.09316,  1.96251, -0.6577, -0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.83418,  0.16582,  0.00,  0.00, 3, 4, 0, 0
508, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
509, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
510, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
511, 114, -0.1037,  2.15158, -0.7745,  0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.93095,  0.06905,  0.00,  0.00, 3, 4, 0, 0
512, 116, -0.18389,  2.13663, -0.75808,  0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.7277,  0.2723,  0.00,  0.00, 3, 4, 0, 0
513, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
514, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
515, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
516, 107, -0.22978,  1.8514, -0.57907,  0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.77208,  0.22792,  0.00,  0.00, 4, 3, 0, 0
517, 109, -0.16857,  1.94701, -0.65735,  0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.59356,  0.40644,  0.00,  0.00, 3, 4, 0, 0
518, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
519, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
520, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
521, 116, -0.18389,  2.13663, -0.75808,  0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.7277,  0.2723,  0.00,  0.00, 3, 4, 0, 0
522, 115, -0.17458,  2.04146, -0.70864,  0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.63816,  0.36184,  0.00,  0.00, 3, 4, 0, 0
523, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
524, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
525, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
526, 116, -0.18389,  2.13663, -0.75808,  0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.7277,  0.2723,  0.00,  0.00, 3, 4, 0, 0
527, 119, -0.26897,  2.12108, -0.72431,  0.34082,  0.45898,  0.82031,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.82617,  0.00004,  0.82617,  0.00004,  0.82617,  0.53411,  0.46589,  0.00,  0.00, 4, 3, 0, 0
528, 120, -0.34131,  2.10583, -0.67058,  0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.78415,  0.21585,  0.00,  0.00, 4, 3, 0, 0
529, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
530, 119, -0.26897,  2.12108, -0.72431,  0.34082,  0.45898,  0.82031,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.82617,  0.00004,  0.82617,  0.00004,  0.82617,  0.53411,  0.46589,  0.00,  0.00, 4, 3, 0, 0
531, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
532, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
533, 121, -0.32135,  2.01508, -0.63215,  0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.80629,  0.19371,  0.00,  0.00, 4, 3, 0, 0
534, 120, -0.34131,  2.10583, -0.67058,  0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.78415,  0.21585,  0.00,  0.00, 4, 3, 0, 0
535, 121, -0.32135,  2.01508, -0.63215,  0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.80629,  0.19371,  0.00,  0.00, 4, 3, 0, 0
536, 118, -0.24881,  2.02974, -0.68074,  0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.58262,  0.41738,  0.00,  0.00, 4, 3, 0, 0
537, 122, -0.30032,  1.92786, -0.58675,  0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.81857,  0.18143,  0.00,  0.00, 4, 3, 0, 0
538, 107, -0.22978,  1.8514, -0.57907,  0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.77208,  0.22792,  0.00,  0.00, 4, 3, 0, 0
539, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
540, 117, -0.23732,  1.93852, -0.63386,  0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.61375,  0.38625,  0.00,  0.00, 4, 3, 0, 0
541, 121, -0.32135,  2.01508, -0.63215,  0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.80629,  0.19371,  0.00,  0.00, 4, 3, 0, 0
542, 122, -0.30032,  1.92786, -0.58675,  0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.81857,  0.18143,  0.00,  0.00, 4, 3, 0, 0
543, 120, -0.34131,  2.10583, -0.67058,  0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.78415,  0.21585,  0.00,  0.00, 4, 3, 0, 0
544, 123, -0.37746,  1.99577, -0.55845,  0.72314,  0.34595,  0.59766,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.70654,  0.21338,  0.70654,  0.21338,  0.70654,  0.96286,  0.03714,  0.00,  0.00, 4, 3, 0, 0
545, 121, -0.32135,  2.01508, -0.63215,  0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.80629,  0.19371,  0.00,  0.00, 4, 3, 0, 0
546, 122, -0.30032,  1.92786, -0.58675,  0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.81857,  0.18143,  0.00,  0.00, 4, 3, 0, 0
547, 121, -0.32135,  2.01508, -0.63215,  0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.80629,  0.19371,  0.00,  0.00, 4, 3, 0, 0
548, 123, -0.37746,  1.99577, -0.55845,  0.72314,  0.34595,  0.59766,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.70654,  0.21338,  0.70654,  0.21338,  0.70654,  0.96286,  0.03714,  0.00,  0.00, 4, 3, 0, 0
549, 120, -0.34131,  2.10583, -0.67058,  0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.78415,  0.21585,  0.00,  0.00, 4, 3, 0, 0
550, 124, -0.39968,  2.08719, -0.58473,  0.75293,  0.34253,  0.56152,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.70654,  0.00004,  0.70654,  0.00004,  0.70654,  0.96204,  0.03796,  0.00,  0.00, 4, 3, 0, 0
551, 123, -0.37746,  1.99577, -0.55845,  0.72314,  0.34595,  0.59766,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.70654,  0.21338,  0.70654,  0.21338,  0.70654,  0.96286,  0.03714,  0.00,  0.00, 4, 3, 0, 0
552, 124, -0.39968,  2.08719, -0.58473,  0.75293,  0.34253,  0.56152,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.70654,  0.00004,  0.70654,  0.00004,  0.70654,  0.96204,  0.03796,  0.00,  0.00, 4, 3, 0, 0
553, 125, -0.42097,  1.97538, -0.48622,  0.8291,  0.24146,  0.50439,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.64941,  0.21338,  0.64941,  0.21338,  0.64941,  0.91304,  0.08696,  0.00,  0.00, 4, 6, 0, 0
