VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
0, 0,  0.35245,  2.10583, -0.67058, -0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.91763,  0.08237,  0.00,  0.00, 2, 3, 0, 0
1, 1,  0.28011,  2.12108, -0.72431, -0.34082,  0.45898,  0.82031,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.82617,  0.00004,  0.82617,  0.00004,  0.82617,  0.71409,  0.28591,  0.00,  0.00, 2, 3, 0, 0
2, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
3, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
4, 1,  0.28011,  2.12108, -0.72431, -0.34082,  0.45898,  0.82031,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.82617,  0.00004,  0.82617,  0.00004,  0.82617,  0.71409,  0.28591,  0.00,  0.00, 2, 3, 0, 0
5, 3,  0.19503,  2.13663, -0.75808, -0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.51104,  0.48896,  0.00,  0.00, 3, 2, 0, 0
6, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
7, 3,  0.19503,  2.13663, -0.75808, -0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.51104,  0.48896,  0.00,  0.00, 3, 2, 0, 0
8, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
9, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
10, 3,  0.19503,  2.13663, -0.75808, -0.15967,  0.46753,  0.86963,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.88379,  0.00004,  0.88379,  0.00004,  0.88379,  0.51104,  0.48896,  0.00,  0.00, 3, 2, 0, 0
11, 5,  0.11484,  2.15158, -0.7745, -0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.74821,  0.25179,  0.00,  0.00, 3, 2, 0, 0
12, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
13, 5,  0.11484,  2.15158, -0.7745, -0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.74821,  0.25179,  0.00,  0.00, 3, 2, 0, 0
14, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
15, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
16, 5,  0.11484,  2.15158, -0.7745, -0.04166,  0.50195,  0.86426,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.93652,  0.00004,  0.93652,  0.00004,  0.93652,  0.74821,  0.25179,  0.00,  0.00, 3, 2, 0, 0
17, 7,  0.01291,  2.16663, -0.79298, -0.00449,  0.52637,  0.8501,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.95454,  0.04546,  0.00,  0.00, 3, 2, 0, 0
18, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
19, 7,  0.01291,  2.16663, -0.79298, -0.00449,  0.52637,  0.8501,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.00004,  1.00,  0.95454,  0.04546,  0.00,  0.00, 3, 2, 0, 0
20, 8,  0.00632,  2.06952, -0.72426,  0.07104,  0.57373,  0.81592,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.95637,  0.03416,  0.00945,  0.00, 3, 2, 4, 0
21, 9,  0.00839,  1.98202, -0.64341,  0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.95212,  0.03891,  0.00897,  0.00, 3, 2, 4, 0
22, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
23, 8,  0.00632,  2.06952, -0.72426,  0.07104,  0.57373,  0.81592,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.21338,  1.00,  0.95637,  0.03416,  0.00945,  0.00, 3, 2, 4, 0
24, 9,  0.00839,  1.98202, -0.64341,  0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.95212,  0.03891,  0.00897,  0.00, 3, 2, 4, 0
25, 10,  0.10429,  1.96251, -0.6577,  0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.69551,  0.30449,  0.00,  0.00, 3, 2, 0, 0
26, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
27, 10,  0.10429,  1.96251, -0.6577,  0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.69551,  0.30449,  0.00,  0.00, 3, 2, 0, 0
28, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
29, 6,  0.11119,  2.05318, -0.72221,  0.01926,  0.53955,  0.8418,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.93652,  0.21338,  0.93652,  0.21338,  0.93652,  0.71179,  0.28821,  0.00,  0.00, 3, 2, 0, 0
30, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
31, 10,  0.10429,  1.96251, -0.6577,  0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.69551,  0.30449,  0.00,  0.00, 3, 2, 0, 0
32, 9,  0.00839,  1.98202, -0.64341,  0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.95212,  0.03891,  0.00897,  0.00, 3, 2, 4, 0
33, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
34, 9,  0.00839,  1.98202, -0.64341,  0.22668,  0.68311,  0.69434,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.4812,  1.00,  0.95212,  0.03891,  0.00897,  0.00, 3, 2, 4, 0
35, 12,  0.00774,  1.91065, -0.54801,  0.32373,  0.62256,  0.71289,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.94873,  0.03998,  0.01129,  0.00, 3, 2, 4, 0
36, 13,  0.00839,  1.80908, -0.48572,  0.34399,  0.49463,  0.79834,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.94507,  0.05165,  0.00328,  0.00, 3, 2, 4, 0
37, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
38, 12,  0.00774,  1.91065, -0.54801,  0.32373,  0.62256,  0.71289,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.74121,  1.00,  0.94873,  0.03998,  0.01129,  0.00, 3, 2, 4, 0
39, 13,  0.00839,  1.80908, -0.48572,  0.34399,  0.49463,  0.79834,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.94507,  0.05165,  0.00328,  0.00, 3, 2, 4, 0
40, 14,  0.09254,  1.79556, -0.51322,  0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.60606,  0.39394,  0.00,  0.00, 3, 2, 0, 0
41, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
42, 10,  0.10429,  1.96251, -0.6577,  0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.69551,  0.30449,  0.00,  0.00, 3, 2, 0, 0
43, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
44, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
45, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
46, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
47, 10,  0.10429,  1.96251, -0.6577,  0.1687,  0.65039,  0.74072,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.93652,  0.4812,  0.93652,  0.4812,  0.93652,  0.69551,  0.30449,  0.00,  0.00, 3, 2, 0, 0
48, 14,  0.09254,  1.79556, -0.51322,  0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.60606,  0.39394,  0.00,  0.00, 3, 2, 0, 0
49, 16,  0.17251,  1.8684, -0.58416,  0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.6546,  0.3454,  0.00,  0.00, 2, 3, 0, 0
50, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
51, 11,  0.10075,  1.88827, -0.57461,  0.28687,  0.61377,  0.73535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.93652,  0.74121,  0.93652,  0.74121,  0.93652,  0.67489,  0.32511,  0.00,  0.00, 3, 2, 0, 0
52, 16,  0.17251,  1.8684, -0.58416,  0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.6546,  0.3454,  0.00,  0.00, 2, 3, 0, 0
53, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
54, 14,  0.09254,  1.79556, -0.51322,  0.31738,  0.49072,  0.81152,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.93652,  1.00,  0.93652,  1.00,  0.93652,  0.60606,  0.39394,  0.00,  0.00, 3, 2, 0, 0
55, 17,  0.15983,  1.77655, -0.52947,  0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.88072,  0.11928,  0.00,  0.00, 2, 3, 0, 0
56, 16,  0.17251,  1.8684, -0.58416,  0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.6546,  0.3454,  0.00,  0.00, 2, 3, 0, 0
57, 17,  0.15983,  1.77655, -0.52947,  0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.88072,  0.11928,  0.00,  0.00, 2, 3, 0, 0
58, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
59, 16,  0.17251,  1.8684, -0.58416,  0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.6546,  0.3454,  0.00,  0.00, 2, 3, 0, 0
60, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
61, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
62, 16,  0.17251,  1.8684, -0.58416,  0.15137,  0.56348,  0.81201,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.88379,  0.74121,  0.88379,  0.74121,  0.88379,  0.6546,  0.3454,  0.00,  0.00, 2, 3, 0, 0
63, 17,  0.15983,  1.77655, -0.52947,  0.22766,  0.45044,  0.86328,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88379,  1.00,  0.88379,  1.00,  0.88379,  0.88072,  0.11928,  0.00,  0.00, 2, 3, 0, 0
64, 19,  0.23012,  1.75541, -0.54275,  0.01363,  0.33276,  0.94287,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82617,  1.00,  0.82617,  1.00,  0.82617,  0.98172,  0.01828,  0.00,  0.00, 2, 3, 0, 0
65, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
66, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
67, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
68, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
69, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
70, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
71, 15,  0.1797,  1.94701, -0.65735, -0.01942,  0.58594,  0.81006,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.88379,  0.4812,  0.88379,  0.4812,  0.88379,  0.5718,  0.4282,  0.00,  0.00, 2, 3, 0, 0
72, 4,  0.18571,  2.04146, -0.70864, -0.13794,  0.48779,  0.86182,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.88379,  0.21338,  0.88379,  0.21338,  0.88379,  0.54405,  0.45595,  0.00,  0.00, 2, 3, 0, 0
73, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
74, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
75, 19,  0.23012,  1.75541, -0.54275,  0.01363,  0.33276,  0.94287,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82617,  1.00,  0.82617,  1.00,  0.82617,  0.98172,  0.01828,  0.00,  0.00, 2, 3, 0, 0
76, 21,  0.30637,  1.83274, -0.55453, -0.37598,  0.25098,  0.89209,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.76367,  0.74121,  0.76367,  0.74121,  0.76367,  0.9937,  0.0063,  0.00,  0.00, 2, 3, 0, 0
77, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
78, 19,  0.23012,  1.75541, -0.54275,  0.01363,  0.33276,  0.94287,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.82617,  1.00,  0.82617,  1.00,  0.82617,  0.98172,  0.01828,  0.00,  0.00, 2, 3, 0, 0
79, 22,  0.29716,  1.73356, -0.54073, -0.29297,  0.14771,  0.94482,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.76367,  1.00,  0.76367,  1.00,  0.76367,  0.97415,  0.02585,  0.00,  0.00, 2, 0, 0, 0
80, 21,  0.30637,  1.83274, -0.55453, -0.37598,  0.25098,  0.89209,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.76367,  0.74121,  0.76367,  0.74121,  0.76367,  0.9937,  0.0063,  0.00,  0.00, 2, 3, 0, 0
81, 23,  0.3527,  1.71065, -0.52474, -0.58691,  0.00266,  0.80957,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.70654,  1.00,  0.70654,  1.00,  0.70654,  0.88461,  0.11539,  0.00,  0.00, 2, 0, 0, 0
82, 21,  0.30637,  1.83274, -0.55453, -0.37598,  0.25098,  0.89209,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.76367,  0.74121,  0.76367,  0.74121,  0.76367,  0.9937,  0.0063,  0.00,  0.00, 2, 3, 0, 0
83, 22,  0.29716,  1.73356, -0.54073, -0.29297,  0.14771,  0.94482,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.76367,  1.00,  0.76367,  1.00,  0.76367,  0.97415,  0.02585,  0.00,  0.00, 2, 0, 0, 0
84, 24,  0.31146,  1.92786, -0.58675, -0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.94415,  0.05585,  0.00,  0.00, 2, 3, 0, 0
85, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
86, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
87, 24,  0.31146,  1.92786, -0.58675, -0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.94415,  0.05585,  0.00,  0.00, 2, 3, 0, 0
88, 18,  0.24091,  1.8514, -0.57907, -0.10284,  0.44116,  0.8916,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.82617,  0.74121,  0.82617,  0.74121,  0.82617,  0.90262,  0.09738,  0.00,  0.00, 2, 3, 0, 0
89, 21,  0.30637,  1.83274, -0.55453, -0.37598,  0.25098,  0.89209,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.76367,  0.74121,  0.76367,  0.74121,  0.76367,  0.9937,  0.0063,  0.00,  0.00, 2, 3, 0, 0
90, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
91, 25,  0.33249,  2.01508, -0.63215, -0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.94675,  0.05325,  0.00,  0.00, 2, 3, 0, 0
92, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
93, 20,  0.24846,  1.93852, -0.63386, -0.27637,  0.51074,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.82617,  0.4812,  0.82617,  0.4812,  0.82617,  0.78657,  0.21343,  0.00,  0.00, 2, 3, 0, 0
94, 24,  0.31146,  1.92786, -0.58675, -0.50049,  0.40088,  0.76709,  0.00,  1.00,  1.00,  1.00,  1.00,  0.4812,  0.76367,  0.4812,  0.76367,  0.4812,  0.76367,  0.94415,  0.05585,  0.00,  0.00, 2, 3, 0, 0
95, 25,  0.33249,  2.01508, -0.63215, -0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.94675,  0.05325,  0.00,  0.00, 2, 3, 0, 0
96, 0,  0.35245,  2.10583, -0.67058, -0.56201,  0.42383,  0.71045,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00004,  0.76367,  0.00004,  0.76367,  0.00004,  0.76367,  0.91763,  0.08237,  0.00,  0.00, 2, 3, 0, 0
97, 2,  0.25994,  2.02974, -0.68074, -0.34619,  0.46606,  0.81396,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.82617,  0.21338,  0.82617,  0.21338,  0.82617,  0.77087,  0.22913,  0.00,  0.00, 2, 3, 0, 0
98, 25,  0.33249,  2.01508, -0.63215, -0.56543,  0.43115,  0.70313,  0.00,  1.00,  1.00,  1.00,  1.00,  0.21338,  0.76367,  0.21338,  0.76367,  0.21338,  0.76367,  0.94675,  0.05325,  0.00,  0.00, 2, 3, 0, 0
99, 23,  0.3527,  1.71065, -0.52474, -0.58691,  0.00266,  0.80957,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.70654,  1.00,  0.70654,  1.00,  0.70654,  0.88461,  0.11539,  0.00,  0.00, 2, 0, 0, 0
100, 26,  0.36065,  1.80773, -0.51723, -0.60791,  0.0929,  0.78857,  0.00,  1.00,  1.00,  1.00,  1.00,  0.74121,  0.70654,  0.74121,  0.70654,  0.74121,  0.70654,  0.96953,  0.03047,  0.00,  0.00, 2, 0, 0, 0
